metric,baseline,ablated,delta_ablated_minus_baseline
mean_MAE,36.03749388738671,38.53318721382224,2.4956933264355285
mean_RMSE,81.75925193998603,87.20750337632225,5.448251436336221
mean_R2,0.9812871218587209,0.9786386490283401,-0.0026484728303808325
mean_median_AE,14.194330596923827,14.177515792846682,-0.01681480407714453
feature_count,65.0,63.0,-2.0
dropped_feature_count,0.0,2.0,2.0
