quality_grade,rows,mean_shap,mean_abs_shap
B2,20,3.8811156848555832,6.451753939721111
A3,23,-4.4464182323887655,5.86496401182981
A1,121,-0.7525830324930893,2.6517074791524204
A2,1034,-0.16451932397204974,0.33345305354440324
