brand,brand_total_registered,brand_median_vehicle_age,brand_mean_vehicle_age,brand_median_mileage,brand_mean_mileage,brand_median_engine_cc,brand_median_power_kw,brand_median_mass_kg,brand_share_of_market,brand_share_over_10y,brand_share_over_200k_km,brand_automatic_share,brand_petrol_share,brand_diesel_share,brand_ev_share,brand_hybrid_share,brand_turbo_share
chrysler,5892,20.0,20.56877133105802,226594.0,226935.25833900613,2776.0,128.0,1840.0,0.0022970205008689,0.9723353699932112,0.6076035302104549,0.2372708757637474,0.8396130346232179,0.1546164290563476,0.0,0.0011880515953835,0.165478615071283
porsche,4063,6.0,10.406481939633844,86142.0,100422.8906922822,2981.0,243.0,2245.0,0.0015839773073711,0.2894412995323652,0.0654688653704159,0.7984248092542456,0.547132660595619,0.0391336450898351,0.4122569529904011,0.203051932069899,0.3288210681762245
jaguar,3810,16.0,16.797974413646056,163047.5,169026.12351991388,2960.0,152.0,1771.0,0.001485344213902,0.6501312335958005,0.363254593175853,0.6519685039370079,0.4091863517060367,0.4393700787401575,0.1509186351706036,0.000524934383202,0.4811023622047244
alfa romeo,3163,14.0,14.764950431723696,165001.0,169977.4168918919,1956.0,125.0,1402.0,0.0012331085954257,0.7056591843186848,0.3186847929181157,0.2968700600695542,0.7758457160923175,0.2162503951944356,0.0079038887132469,0.0502687322162503,0.6800505848877648
cupra,3131,2.0,2.194825934206324,43520.5,45811.32081377152,1395.0,110.0,1811.0,0.0012206332634454,0.0,0.0,0.9980836793356757,0.5206004471414883,0.0,0.478122005748962,0.3851804535292238,0.5046311082721175
mg,2673,2.0,4.622433460076046,348.0,18582.40436326738,1498.0,75.0,1740.0,0.0010420800744777,0.0808080808080808,0.0007482229704451,0.4519266741488963,0.2285821174710063,0.0,0.7699214365881033,0.1249532360643471,0.0381593714927048
dodge,2635,17.0,19.405727923627683,181832.5,169272.67892720306,2360.0,115.0,1585.0,0.0010272656177511,0.8686907020872865,0.4216318785578747,0.2777988614800759,0.8481973434535104,0.1468690702087286,0.0,0.0,0.1700189753320683
smart,1933,13.0,10.832902224521469,114786.0,123152.62749615977,999.0,52.0,1045.0,0.0007535880224337,0.5576823590274185,0.0931195033626487,0.2519399896533885,0.5628556647697879,0.0444904293843766,0.3926539058458355,0.0,0.1831350232798758
byd,1762,1.0,1.0465380249716232,9938.0,12259.805604203151,1498.0,72.0,2130.0,0.0006869229671641,0.0,0.0,0.0079455164585698,0.0703745743473325,0.0,0.9296254256526674,0.0703745743473325,0.0227014755959137
tesla motors,1572,9.0,9.13358778625954,189073.0,202077.95411089863,,193.0,2223.0,0.0006128506835312,0.1297709923664122,0.4465648854961832,0.9516539440203562,0.0,0.0,1.0,0.0,0.0
cadillac,1487,21.0,25.391730903994397,73779.0,102696.22053756032,5981.0,209.0,2160.0,0.0005797130829586,0.839946200403497,0.1634162743779421,0.5682582380632145,0.9798251513113652,0.0127774041694687,0.0006724949562878,0.0026899798251513,0.0423671822461331
lada,1242,35.0,31.732186732186733,55897.0,58136.9237012987,1390.0,59.0,1010.0,0.0004841988224846,0.9380032206119162,0.0072463768115942,0.0048309178743961,0.999194847020934,0.0,0.0,0.0,0.0064412238325281
bmw i,1226,7.0,6.994290375203915,74818.0,80672.04383788255,647.0,28.0,1365.0,0.0004779611564944,0.0823817292006525,0.0089722675367047,0.5546492659053833,0.3083197389885807,0.0008156606851549,0.6696574225122349,0.3278955954323002,0.0383360522022838
ford-cng-technik,1191,6.0,6.046179680940386,92407.5,102835.57194244604,1999.0,103.0,1716.0,0.000464316262141,0.0344248530646515,0.0428211586901763,0.0201511335012594,0.9571788413098236,0.0,0.0033585222502099,0.8547439126784215,0.1015952980688497
capron,1018,4.0,4.3713163064833,39250.0,48168.25723472669,2287.0,103.0,2897.0,0.0003968714986226,0.0717092337917485,0.0098231827111984,0.3909626719056974,0.0,1.0,0.0,0.0,0.93811394891945
adria,949,6.0,6.962065331928345,66443.5,74621.84105960265,2287.0,109.0,2979.0,0.0003699715640401,0.2528977871443625,0.0316122233930453,0.3561643835616438,0.0,1.0,0.0,0.0,0.9452054794520548
jeep,865,10.0,11.696511627906975,136999.5,146285.30829015543,1998.0,115.0,1595.0,0.0003372238175919,0.3815028901734104,0.2358381502890173,0.669364161849711,0.6462427745664739,0.2658959537572254,0.084393063583815,0.1445086705202312,0.5838150289017341
pontiac,655,30.0,27.480456026058636,69776.0,91383.1135303266,5730.0,162.0,1650.0,0.0002553544514713,0.8030534351145038,0.1038167938931297,0.5236641221374045,1.0,0.0,0.0,0.0,0.0076335877862595
ds,652,4.0,4.380368098159509,64355.5,71842.57657657658,1598.0,147.0,1728.0,0.0002541848890981,0.0,0.00920245398773,0.9294478527607362,0.803680981595092,0.0368098159509202,0.1579754601226994,0.6150306748466258,0.8343558282208589
buick,614,22.0,25.43598615916955,57204.0,67012.47422680413,5735.0,185.0,1940.0,0.0002393704323716,0.752442996742671,0.0407166123778501,0.5684039087947883,0.996742671009772,0.001628664495114,0.0,0.0,0.0260586319218241
datsun,560,47.0,45.05943152454781,56610.0,68236.42125237192,1170.0,50.0,830.0,0.0002183183096548,0.6678571428571428,0.0464285714285714,0.025,0.975,0.025,0.0,0.0,0.0089285714285714
hymer,492,5.0,5.670731707317073,49486.5,59245.00220264317,2143.0,125.0,3105.0,0.0001918082291967,0.1686991869918699,0.0203252032520325,0.766260162601626,0.0,1.0,0.0,0.0,0.959349593495935
fiat-dethleffs,490,21.0,21.124489795918368,166127.0,170036.76891615542,2500.0,94.0,2890.0,0.000191028520948,0.9836734693877552,0.3306122448979592,0.0163265306122449,0.0020408163265306,0.9979591836734694,0.0,0.0,0.9551020408163264
gm daewoo,473,21.0,21.052854122621564,165562.0,171725.85412262156,1590.0,80.0,1250.0,0.0001844010008335,1.0,0.3276955602536998,0.0042283298097251,1.0,0.0,0.0,0.0,0.0
weinsberg,452,4.5,4.836283185840708,53094.0,63061.04899777283,2287.0,103.0,2840.0,0.0001762140642214,0.081858407079646,0.0309734513274336,0.4004424778761062,0.0,1.0,0.0,0.0,0.926991150442478
plymouth,452,18.0,26.49546827794562,45000.0,52081.626423690206,5210.0,169.0,1570.0,0.0001762140642214,0.5176991150442478,0.0154867256637168,0.4203539823008849,0.995575221238938,0.0022123893805309,0.0,0.0,0.0066371681415929
lada-vaz,420,23.0,23.1,86599.5,97264.6261904762,1490.0,56.0,1095.0,0.0001637387322411,0.9952380952380953,0.0642857142857142,0.0,1.0,0.0,0.0,0.0,0.0
lincoln,408,19.0,23.40452261306533,67769.0,99459.16202531646,6556.0,158.0,2250.0,0.0001590604827485,0.7965686274509803,0.1348039215686274,0.5882352941176471,0.9975490196078431,0.0,0.0,0.0024509803921568,0.0
dethleffs,394,7.0,7.586294416243655,60359.0,72434.63471502591,2287.0,103.0,2976.0,0.0001536025250071,0.299492385786802,0.0507614213197969,0.33248730964467,0.0,1.0,0.0,0.0,0.9467005076142132
rover,375,26.0,29.469841269841268,145732.0,157400.60664819943,1990.0,100.0,1490.0,0.0001461952966439,0.8266666666666667,0.3626666666666667,0.112,0.9386666666666666,0.0586666666666666,0.0026666666666666,0.0,0.0906666666666666
ssangyong,346,9.0,7.618497109826589,125619.5,129444.89423076923,1597.0,109.6,1747.0,0.0001348895270367,0.0260115606936416,0.1387283236994219,0.4942196531791907,0.3728323699421965,0.5289017341040463,0.0953757225433526,0.0,0.7109826589595376
jaguar land rover limited,344,10.0,9.811046511627907,163701.5,166749.28488372092,1999.0,120.0,1618.0,0.000134109818788,0.2180232558139535,0.2441860465116279,0.9680232558139537,0.0784883720930232,0.9156976744186046,0.005813953488372,0.005813953488372,0.994186046511628
land rover,342,4.0,9.04255319148936,93168.0,143160.48113207548,1498.0,147.0,2229.0,0.0001333301105392,0.2865497076023391,0.1783625730994152,0.7134502923976608,0.7456140350877193,0.2514619883040935,0.0,0.631578947368421,0.8567251461988304
maxus,314,3.0,2.4394904458598727,51342.0,64052.607142857145,1996.0,108.5,1960.0,0.0001224141950564,0.0,0.0031847133757961,0.9745222929936306,0.0,0.0031847133757961,0.9968152866242038,0.0,0.0031847133757961
triumph,306,40.0,38.24774774774775,41463.0,42402.39175257732,1488.0,66.0,860.0,0.0001192953620614,0.6601307189542484,0.0,0.0098039215686274,1.0,0.0,0.0,0.0,0.0
daewoo,291,22.0,21.412371134020617,169720.0,169252.72508591064,1390.0,69.0,1105.0,0.0001134475501956,0.9965635738831616,0.2989690721649484,0.0103092783505154,1.0,0.0,0.0,0.0,0.0
man,273,2.0,2.838827838827839,88208.5,120262.82442748093,1968.0,130.0,2895.0,0.0001064301759567,0.0439560439560439,0.2197802197802197,0.945054945054945,0.0,1.0,0.0,0.0,0.9926739926739928
hobby,259,5.0,5.7335907335907335,56741.0,67352.36363636363,2198.0,103.0,3005.0,0.0001009722182153,0.1312741312741312,0.0193050193050193,0.1969111969111969,0.0,1.0,0.0,0.0,0.9034749034749034
quattro,258,18.0,17.531007751937985,237955.0,237059.89453125,1980.0,162.0,1615.0,0.000100582364091,0.996124031007752,0.6782945736434108,0.2325581395348837,1.0,0.0,0.0,0.0,0.8294573643410853
iveco,253,7.0,8.359683794466402,174965.0,180439.8857142857,2998.0,132.0,2900.0,9.863309346908572e-05,0.2213438735177865,0.383399209486166,0.6956521739130435,0.0,0.9960474308300395,0.0,0.0,0.9644268774703556
poessl,251,5.0,5.163346613545817,60171.0,64272.91743119266,2287.0,103.0,2820.0,9.785338522031826e-05,0.0,0.0079681274900398,0.2549800796812749,0.0,0.99601593625498,0.0039840637450199,0.0,0.9282868525896414
morris,250,53.0,42.52941176470589,43183.0,48880.41125541126,990.0,28.0,755.0,9.746353109593452e-05,0.612,0.008,0.008,1.0,0.0,0.0,0.0,0.0
mercury,241,18.0,23.96818181818182,57285.0,63000.512605042015,5750.0,157.0,1810.0,9.395484397648088e-05,0.7385892116182573,0.0207468879668049,0.5518672199170125,1.0,0.0,0.0,0.0,0.0
fiat-burstner,233,18.0,18.8068669527897,154308.0,161125.0515021459,2290.0,95.5,2990.0,9.083601098141098e-05,0.9699570815450644,0.278969957081545,0.0429184549356223,0.0,1.0,0.0,0.0,0.9527896995708156
lancia,229,16.0,21.699551569506728,168263.0,174232.70614035087,1990.0,120.0,1395.0,8.927659448387603e-05,0.9301310043668122,0.3449781659388646,0.296943231441048,0.6550218340611353,0.3406113537117904,0.0,0.0,0.5283842794759825
oldsmobile,224,29.0,29.12254901960784,52942.0,54493.42056074766,5734.0,176.0,1837.0,8.732732386195734e-05,0.7366071428571429,0.0089285714285714,0.53125,0.9196428571428572,0.0803571428571428,0.0,0.0,0.0044642857142857
austin,213,51.0,42.46835443037975,39405.0,47395.9,990.0,31.0,718.0,8.303892849373622e-05,0.6807511737089202,0.0046948356807511,0.0093896713615023,0.976525821596244,0.0234741784037558,0.0,0.0,0.0
pössl,205,6.0,6.4,68355.0,78745.82702702703,2287.0,103.0,2855.0,7.992009549866631e-05,0.2097560975609756,0.0585365853658536,0.2536585365853658,0.0,1.0,0.0,0.0,0.9609756097560976
fiat-hymer,204,23.0,23.97044334975369,182619.0,192428.61764705885,2500.0,93.5,2895.0,7.953024137428257e-05,0.9803921568627452,0.446078431372549,0.0294117647058823,0.0049019607843137,0.9950980392156864,0.0,0.0,0.8676470588235294
fiat-adria,198,18.0,17.90909090909091,162669.5,173525.8282828283,2287.0,94.0,2917.0,7.719111662798014e-05,0.98989898989899,0.303030303030303,0.0303030303030303,0.0,1.0,0.0,0.0,0.9949494949494948
moskvitsh,194,46.5,42.48795180722892,50314.0,51420.34659090909,1360.0,44.0,1000.0,7.563170013044519e-05,0.7938144329896907,0.0051546391752577,0.0,1.0,0.0,0.0,0.0,0.0
burstner,185,7.0,7.491891891891892,67046.0,75025.14285714286,2287.0,103.0,2970.0,7.212301301099155e-05,0.3243243243243243,0.0324324324324324,0.2810810810810811,0.0,1.0,0.0,0.0,0.945945945945946
challenger,177,2.0,2.0112994350282487,392.0,9206.764331210192,2179.0,103.0,3023.0,6.900418001592165e-05,0.0,0.0,0.672316384180791,0.0,1.0,0.0,0.0,0.943502824858757
knaus,173,2.0,3.566473988439306,1074.0,32421.15337423313,2184.0,110.0,2985.0,6.744476351838669e-05,0.0693641618497109,0.0057803468208092,0.630057803468208,0.0,1.0,0.0,0.0,0.9017341040462428
rapido,162,4.0,4.75925925925926,39177.0,49752.417721518985,2287.0,109.0,3090.0,6.315636815016558e-05,0.0802469135802469,0.0185185185185185,0.7098765432098766,0.0,1.0,0.0,0.0,0.9074074074074074
vauxhall,158,50.5,44.25471698113208,49439.0,50454.02836879432,1510.0,55.0,980.0,6.159695165263062e-05,0.6329113924050633,0.0063291139240506,0.0316455696202531,0.9746835443037974,0.0253164556962025,0.0,0.0,0.0253164556962025
datsun-nissan,155,40.0,40.032467532467535,170115.5,191710.68421052632,1480.0,55.0,850.0,6.04273892794794e-05,0.9935483870967742,0.3483870967741935,0.0129032258064516,0.9935483870967742,0.0064516129032258,0.0,0.0,0.0064516129032258
ferrari,153,18.0,22.84313725490196,44487.0,43477.21138211382,3902.0,338.0,1590.0,5.964768103071193e-05,0.7254901960784313,0.0,0.2745098039215686,1.0,0.0,0.0,0.0849673202614379,0.2026143790849673
bentley,150,7.5,14.561643835616438,62270.0,66376.56296296297,4250.0,306.0,2580.0,5.847811865756071e-05,0.46,0.0066666666666666,0.78,0.98,0.0,0.0,0.46,0.6666666666666666
lmc,146,6.0,6.376712328767123,56310.0,62606.42222222222,2287.0,109.0,3051.5,5.691870216002576e-05,0.1095890410958904,0.0136986301369863,0.2602739726027397,0.0,1.0,0.0,0.0,0.9657534246575342
fiat-lmc,144,23.0,23.5625,183985.5,188287.56944444444,2800.0,94.0,2993.5,5.6138993911258285e-05,0.9791666666666666,0.3819444444444444,0.0347222222222222,0.0416666666666666,0.9583333333333334,0.0,0.0,0.9097222222222222
mercedes-amg,140,10.0,10.17142857142857,119131.5,118311.9044117647,3982.0,375.0,1775.0,5.4579577413723335e-05,0.4214285714285714,0.1071428571428571,0.9571428571428572,0.9928571428571428,0.0071428571428571,0.0,0.0928571428571428,0.8285714285714286
daihatsu,140,33.0,30.34285714285714,132926.0,137075.8633093525,1296.0,66.0,1002.5,5.4579577413723335e-05,1.0,0.25,0.0571428571428571,0.95,0.05,0.0,0.0,0.0214285714285714
bürstner gmbh,139,5.0,5.23021582733813,45664.0,52390.18978102189,2287.0,103.0,2950.0,5.41897232893396e-05,0.0287769784172661,0.0071942446043165,0.316546762589928,0.0,1.0,0.0,0.0,0.9640287769784172
niva,137,36.0,36.89051094890511,52760.0,55540.08759124088,1570.0,59.0,1200.0,5.341001504057212e-05,1.0,0.0072992700729927,0.0072992700729927,0.9927007299270072,0.0,0.0072992700729927,0.0,0.0
xpeng,128,0.0,0.2109375,15815.5,17801.30769230769,,,2218.0,4.990132792111848e-05,0.0,0.0,0.328125,0.0,0.0,1.0,0.0,0.0
rolls-royce,126,31.5,31.92622950819672,55249.0,56192.91596638656,6750.0,160.0,2210.0,4.9121619672351e-05,0.8571428571428571,0.0079365079365079,0.5,1.0,0.0,0.0,0.0,0.0158730158730158
fiat-knaus,108,22.0,19.944444444444443,158370.5,163476.5648148148,2800.0,93.0,3015.0,4.210424543344371e-05,0.8703703703703703,0.3055555555555556,0.0648148148148148,0.0,1.0,0.0,0.0,0.9444444444444444
bww,95,6.0,7.547368421052631,125023.0,136834.13684210528,1998.0,140.0,1845.0,3.703614181645512e-05,0.2105263157894736,0.2526315789473684,0.9157894736842104,0.5368421052631579,0.4,0.0526315789473684,0.431578947368421,0.7789473684210526
kabe,86,5.0,5.767441860465116,51428.0,56250.81481481482,2287.0,110.0,3120.0,3.352745469700148e-05,0.2209302325581395,0.0116279069767441,0.5581395348837209,0.0,1.0,0.0,0.0,0.9418604651162792
trabant,86,43.0,43.55421686746988,55060.0,51221.75308641976,590.0,26.0,630.0,3.352745469700148e-05,0.9418604651162792,0.0,0.0,1.0,0.0,0.0,0.0,0.0
maserati,82,11.5,17.597560975609756,77465.0,85573.1052631579,2987.0,208.0,1955.0,3.196803819946652e-05,0.5609756097560976,0.0365853658536585,0.5365853658536586,0.6585365853658537,0.2317073170731707,0.1097560975609756,0.0365853658536585,0.4512195121951219
gaz,81,30.0,36.47222222222222,37238.0,45397.67605633803,2440.0,55.0,1460.0,3.157818407508279e-05,0.8148148148148148,0.0123456790123456,0.0123456790123456,1.0,0.0,0.0,0.0,0.0
ford-hobby,81,17.0,17.08641975308642,132021.0,147673.83950617284,2198.0,96.0,2900.0,3.157818407508279e-05,1.0,0.2222222222222222,0.0,0.0,1.0,0.0,0.0,0.9753086419753086
simca,80,57.0,51.01851851851852,57230.0,53292.58823529412,1290.0,45.0,960.0,3.1188329950699047e-05,0.6125,0.0,0.0125,1.0,0.0,0.0,0.0,0.0
packard,79,17.5,21.58823529411765,41290.0,40905.2676056338,5240.0,114.0,1910.0,3.079847582631531e-05,0.6962025316455697,0.0,0.2784810126582278,1.0,0.0,0.0,0.0,0.0
karmann mobil,78,4.0,4.653846153846154,56114.5,61550.82051282052,1995.0,125.0,3019.0,3.040862170193157e-05,0.0128205128205128,0.0256410256410256,0.0897435897435897,0.0,1.0,0.0,0.0,0.9615384615384616
sunbeam,75,51.0,41.255319148936174,60000.0,57532.40845070423,990.0,40.0,710.0,2.9239059328780355e-05,0.56,0.0133333333333333,0.0133333333333333,1.0,0.0,0.0,0.0,0.0
fiat-kabe,74,14.0,13.18918918918919,110140.0,126936.74324324324,2287.0,96.0,3090.0,2.8849205204396614e-05,0.6081081081081081,0.1756756756756756,0.081081081081081,0.0,1.0,0.0,0.0,0.945945945945946
eura mobil,70,4.0,5.628571428571429,57483.0,61100.840579710144,2287.0,103.0,2931.5,2.7289788706861667e-05,0.1142857142857142,0.0285714285714285,0.0428571428571428,0.0,1.0,0.0,0.0,0.9857142857142858
wartburg,68,43.0,41.75757575757576,49610.0,53177.954545454544,990.0,37.0,900.0,2.651008045809419e-05,0.9558823529411764,0.0147058823529411,0.0,1.0,0.0,0.0,0.0,0.0
nilsson,68,11.0,11.294117647058824,135228.5,153183.79411764705,2400.0,145.0,2160.0,2.651008045809419e-05,0.5294117647058824,0.3676470588235294,0.9117647058823528,0.5441176470588235,0.4558823529411764,0.0,0.2205882352941176,0.7647058823529411
fiat-adriatik,66,19.0,19.303030303030305,173199.5,185349.2575757576,2290.0,93.5,2852.0,2.5730372209326717e-05,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.9848484848484848
carthago,65,7.0,7.276923076923077,78833.0,80831.61904761905,2287.0,125.0,3155.0,2.5340518084942976e-05,0.2153846153846154,0.0307692307692307,0.3846153846153846,0.0,1.0,0.0,0.0,0.8615384615384616
fiat-solifer,65,25.0,26.753846153846155,191427.0,209671.0307692308,2440.0,81.0,2810.0,2.5340518084942976e-05,1.0,0.4461538461538462,0.0,0.0923076923076923,0.9076923076923076,0.0,0.0,0.8307692307692308
fiat-mclouis,63,19.0,18.20634920634921,143836.0,148724.68253968254,2287.0,81.0,2800.0,2.45608098361755e-05,0.9523809523809524,0.1746031746031746,0.0,0.0,1.0,0.0,0.0,0.984126984126984
sun living,63,4.0,6.174603174603175,85619.0,78492.16666666667,2184.0,103.0,2930.0,2.45608098361755e-05,0.2539682539682539,0.0158730158730158,0.238095238095238,0.0,1.0,0.0,0.0,0.9523809523809524
talbot,63,41.0,41.698412698412696,143781.0,158516.9516129032,1290.0,49.0,980.0,2.45608098361755e-05,1.0,0.2539682539682539,0.0,0.9047619047619048,0.0317460317460317,0.0,0.0,0.0
rambler,62,58.0,42.63333333333333,40942.5,45652.53703703704,3260.0,99.0,1260.0,2.417095571179176e-05,0.4516129032258064,0.0,0.1612903225806451,1.0,0.0,0.0,0.0,0.0
kg mobility,61,0.0,0.3278688524590163,12.5,23.83333333333333,1498.0,110.0,1990.0,2.3781101587408023e-05,0.0,0.0,0.0327868852459016,0.0655737704918032,0.0,0.9344262295081968,0.0655737704918032,0.0
isuzu,61,52.0,40.61111111111112,61595.0,77003.35714285714,1470.0,52.0,980.0,2.3781101587408023e-05,0.5409836065573771,0.0491803278688524,0.0163934426229508,0.9508196721311476,0.0491803278688524,0.0,0.0,0.0163934426229508
range-rover,56,36.0,36.86792452830189,223443.0,207531.07272727272,3530.0,130.5,1880.0,2.183183096548933e-05,0.9464285714285714,0.6071428571428571,0.2321428571428571,0.9821428571428572,0.0178571428571428,0.0,0.0,0.0
austin-healey,55,34.0,34.4468085106383,34136.5,39406.32,2910.0,91.0,1100.0,2.1441976841105597e-05,0.7636363636363637,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gmc,53,21.0,20.9622641509434,168750.5,173571.0576923077,5686.0,188.5,2525.0,2.066226859233812e-05,0.9056603773584906,0.2264150943396226,0.7547169811320755,0.8867924528301887,0.0943396226415094,0.0,0.0,0.0377358490566037
lynk&co,53,4.0,3.4716981132075477,42118.0,47224.22641509434,1477.0,132.0,1954.0,2.066226859233812e-05,0.0,0.0,0.9622641509433962,0.8301886792452831,0.0,0.0188679245283018,0.981132075471698,0.7735849056603774
studebaker,53,17.5,20.425,52675.5,49238.13043478261,3950.0,66.0,1500.0,2.066226859233812e-05,0.5283018867924528,0.0,0.0943396226415094,1.0,0.0,0.0,0.0,0.0566037735849056
daimler,52,33.0,29.942307692307693,107866.0,139625.79591836734,4397.5,194.0,1865.0,2.027241446795438e-05,0.903846153846154,0.25,0.5769230769230769,0.9423076923076924,0.0576923076923076,0.0,0.0,0.173076923076923
busconcept,51,5.0,4.901960784313726,307565.0,346366.2549019608,2987.0,140.0,2715.0,1.9882560343570643e-05,0.0,0.8823529411764706,1.0,0.0,1.0,0.0,0.0,1.0
infiniti,51,14.0,13.07843137254902,154462.0,163688.07843137256,3498.0,206.0,1960.0,1.9882560343570643e-05,0.6862745098039216,0.2745098039215686,0.9803921568627452,0.6274509803921569,0.3333333333333333,0.0,0.0784313725490196,0.3333333333333333
ford-hymer,51,17.0,16.80392156862745,155175.0,160739.64705882352,2198.0,96.0,2900.0,1.9882560343570643e-05,1.0,0.196078431372549,0.0,0.0,1.0,0.0,0.0,1.0
imperial,50,25.5,25.369565217391305,34084.0,44819.895833333336,6780.0,257.0,2350.0,1.9492706219186902e-05,0.76,0.0,0.52,1.0,0.0,0.0,0.0,0.0
ci,49,2.0,2.571428571428572,349.0,26588.574468085106,1995.0,125.0,3015.0,1.9102852094803168e-05,0.0204081632653061,0.0,0.6938775510204082,0.0,1.0,0.0,0.0,0.979591836734694
fiat-pössl,42,14.0,14.642857142857142,173669.0,178719.80952380953,2287.0,96.0,2877.5,1.6373873224117e-05,0.9285714285714286,0.2857142857142857,0.0952380952380952,0.0,1.0,0.0,0.0,0.9047619047619048
neckar,42,61.0,53.310344827586206,67480.5,58731.45238095238,770.0,35.0,610.0,1.6373873224117e-05,0.6428571428571429,0.0,0.0,1.0,0.0,0.0,0.0,0.0238095238095238
ford-dethleffs,41,18.0,18.09756097560976,160456.0,178115.80487804877,2200.0,96.0,2770.0,1.598401909973326e-05,0.975609756097561,0.3414634146341463,0.024390243902439,0.0,1.0,0.0,0.0,0.951219512195122
binz,40,12.0,12.325,205729.0,205760.475,2143.0,150.0,2285.0,1.5594164975349523e-05,0.75,0.5,0.925,0.05,0.925,0.025,0.0,0.85
de soto,40,19.0,24.34285714285714,49583.0,52173.13513513513,5905.0,205.0,1890.0,1.5594164975349523e-05,0.525,0.0,0.575,1.0,0.0,0.0,0.0,0.0
fiat-adria mobil,40,16.0,15.75,179529.5,179364.7,2287.0,91.5,2847.0,1.5594164975349523e-05,0.975,0.3,0.05,0.0,1.0,0.0,0.0,0.925
fiat-hobby,40,20.0,21.725,156254.0,176016.425,2490.0,95.5,3076.5,1.5594164975349523e-05,0.875,0.325,0.0,0.0,1.0,0.0,0.0,0.775
scania,38,25.0,26.18918918918919,349459.0,419095.15789473685,8970.0,265.5,,1.4814456726582048e-05,0.8947368421052632,0.7631578947368421,0.1842105263157894,0.0,1.0,0.0,0.0,0.8947368421052632
willys,37,21.0,25.89655172413793,30015.0,34500.90909090909,2200.0,44.5,1110.0,1.4424602602198307e-05,0.5675675675675675,0.0,0.027027027027027,1.0,0.0,0.0,0.0,0.0
hillman,37,60.0,46.7,56232.0,47992.36363636364,1490.0,39.0,1010.0,1.4424602602198307e-05,0.5135135135135135,0.0,0.0,1.0,0.0,0.0,0.0,0.0
auto-union,37,54.0,42.27777777777778,36746.0,42233.0,1490.0,39.0,970.0,1.4424602602198307e-05,0.4324324324324324,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fiat-weinsberg,37,10.0,11.513513513513514,108902.0,118250.45945945944,2287.0,96.0,2840.0,1.4424602602198307e-05,0.4594594594594595,0.081081081081081,0.1081081081081081,0.0,1.0,0.0,0.0,0.918918918918919
fiat-granduca,36,27.0,27.36111111111111,206746.5,199717.5555555556,2468.0,79.0,2685.0,1.4034748477814571e-05,1.0,0.5277777777777778,0.0,0.0,1.0,0.0,0.0,1.0
fiat-carthago,35,14.0,14.6,96388.0,123175.28571428572,2999.0,116.0,3360.0,1.3644894353430834e-05,1.0,0.1714285714285714,0.2,0.0,1.0,0.0,0.0,0.9142857142857144
adria mobil,34,15.0,13.441176470588236,140688.0,149362.0303030303,2287.0,95.75,2922.5,1.3255040229047094e-05,0.7941176470588235,0.2058823529411764,0.0,0.0,1.0,0.0,0.0,0.9705882352941176
fiat-eura-mobil,34,21.0,22.47058823529412,173509.0,187080.14705882352,2800.0,90.0,3025.0,1.3255040229047094e-05,1.0,0.3529411764705882,0.0,0.0,1.0,0.0,0.0,0.9411764705882352
daimlerchrysler,32,22.0,22.40625,295212.0,320503.96875,2397.0,110.0,1805.0,1.247533198027962e-05,1.0,0.875,0.53125,0.40625,0.59375,0.0,0.0,0.6875
borgward,32,50.0,41.42857142857143,32884.0,34286.48387096774,1493.0,45.0,1085.0,1.247533198027962e-05,0.6875,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ifa,32,31.0,37.2962962962963,55883.0,50828.59259259259,900.0,22.0,870.0,1.247533198027962e-05,0.59375,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ford-rimor,31,18.0,20.0,146031.0,159344.5806451613,2198.0,92.0,2775.0,1.208547785589588e-05,1.0,0.2903225806451613,0.0,0.0,1.0,0.0,0.0,0.8709677419354839
awe,31,32.0,40.91304347826087,49974.0,47868.307692307695,990.0,33.0,940.0,1.208547785589588e-05,0.7096774193548387,0.0,0.0,1.0,0.0,0.0,0.0,0.0
renault-adria,31,18.0,18.387096774193548,170089.0,179334.67741935485,2490.0,100.0,3070.0,1.208547785589588e-05,1.0,0.2903225806451613,0.032258064516129,0.0,1.0,0.0,0.0,1.0
aston martin,30,18.5,20.9,49888.0,52655.66666666666,5340.0,328.5,1800.0,1.1695623731512142e-05,0.7,0.0,0.5333333333333333,1.0,0.0,0.0,0.0,0.1333333333333333
laika,29,1.0,1.7586206896551724,217.0,3306.0,2184.0,103.0,3036.0,1.1305769607128403e-05,0.0344827586206896,0.0,0.5517241379310345,0.0,1.0,0.0,0.0,1.0
lotus,29,30.0,27.703703703703702,50439.0,44922.31034482759,1998.0,124.5,1160.0,1.1305769607128403e-05,0.6896551724137931,0.0,0.0689655172413793,0.8620689655172413,0.0,0.1379310344827586,0.0,0.2413793103448276
mb-lmc,28,22.0,21.964285714285715,200918.0,198539.25,2170.0,95.0,3200.0,1.0915915482744667e-05,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0
fiat-ci,27,23.0,21.33333333333333,176622.0,187533.44444444444,2280.0,81.0,2776.0,1.0526061358360928e-05,0.925925925925926,0.4074074074074074,0.037037037037037,0.0,1.0,0.0,0.0,1.0
