part_name,brand,model,row_count,product_id_count,product_id_sample,median_price,min_price,max_price,rows_per_product_id
parkeringshjälp frontsensor -,skoda,octavia,25,5,"54671236, 57328325, 64572268, 64572269, 64572275",59.2,59.0,59.5,5.0
dragkrok styrenhet -,skoda,octavia,24,5,"60295492, 61997585, 62801577, 65114099, 65784734",118.8,59.2,130.9,4.8
"passenger airbag - , e-",vw,golf,24,5,"53932799, 54061937, 54218581, 54440014, 60933072",425.95,353.8,476.0,4.8
rear axle beam -,skoda,octavia,24,5,"53371576, 53989464, 54315884, 60214930, 60226014",302.95,294.9,321.3,4.8
"engine casing - , e-",vw,golf,23,5,"54010542, 54228797, 63196643, 64589396, 66767101",71.0,70.8,71.4,4.6
control unit xenon -,toyota,corolla,20,5,"53655455, 55828295, 55828296, 63170801, 65145093",118.55,63.9,142.8,4.0
fuse box / electricity central -,skoda,octavia,18,5,"53681429, 55104212, 61796804, 62837517, 66697711",101.45,85.3,112.5,3.6
actuator loom -(right rear),toyota,corolla,10,5,"53833528, 54448595, 59241763, 62010234, 64311333",67.3,42.6,67.8,2.0
other sensor-,skoda,octavia,5,5,"54618191, 54638958, 54650190, 54679054, 54687528",35.5,35.4,47.6,1.0
"actuator loom - , e-",vw,golf,24,4,"57233767, 59939593, 60647802, 61428204",106.5,94.4,119.8,6.0
alternator bracket / accessories -,skoda,octavia,24,4,"53810041, 54166117, 54547947, 54564168",35.5,17.7,47.6,6.0
automatic gear -,skoda,octavia,24,4,"53387859, 64483026, 65552499, 66544405",4381.15,3951.0,4641.0,6.0
fly wheel automat -,skoda,octavia,24,4,"53619181, 54221676, 56874903, 56901591",144.95,94.4,190.4,6.0
"fuel injection pump - , e-",vw,golf,24,4,"54024254, 54291789, 54430621, 54657674",142.0,117.9,148.8,6.0
"fuel pump electric - , e-",vw,golf,24,4,"57331992, 58737420, 59725313, 65445075",177.2,165.1,178.5,6.0
gear box bracket -,skoda,octavia,24,4,"53680043, 54447424, 54447425, 54645153",59.05,55.2,59.5,6.0
gear box cushion -,skoda,octavia,24,4,"54024046, 54040561, 54161379, 54164982",32.6,29.5,35.7,6.0
"gear distributor box - , e-",vw,golf,24,4,"53407905, 56162775, 58360868, 63451851",1080.95,955.3,1106.7,6.0
gear lever -,skoda,octavia,24,4,"53935349, 56393685, 59918008, 64809583",248.75,235.9,261.8,6.0
"hand brake lever - , e-",vw,golf,24,4,"53845074, 53878582, 58702432, 65264998",56.25,53.1,59.5,6.0
inverter 12 -> 220 v -,skoda,octavia,24,4,"57006018, 61712045, 63308261, 64503156",141.75,117.9,142.8,6.0
"motor bracket - , e-",vw,golf,24,4,"53517436, 53674378, 54044470, 59077572",56.3,53.1,59.5,6.0
"other airbags - , e-",vw,golf,24,4,"53964588, 54058388, 54655558, 57846326",20.700000000000003,14.2,23.8,6.0
"pulley - , e-(exterior)",vw,golf,24,4,"54652147, 54652331, 54656176, 54656602",71.0,70.8,71.4,6.0
steering wheel airbag -,skoda,octavia,24,4,"54666191, 55173603, 59259235, 64592441",415.04999999999995,412.8,476.0,6.0
"stolsvärme styrenhet/relä - , e-",vw,golf,24,4,"53621930, 54127948, 54942211, 54942212",23.65,5.9,23.8,6.0
"tank lid - , e-",vw,golf,24,4,"54055839, 61779175, 62187719, 66703902",59.05,47.2,59.5,6.0
"trailing link rear - , e-(left upper)",vw,golf,24,4,"54246609, 55078288, 55786133, 62729114",47.349999999999994,47.2,47.6,6.0
airbag front sensor -(right front),toyota,corolla,23,4,"53941959, 54652108, 54655734, 54661374",47.4,47.2,47.6,5.75
diesel tank -,skoda,octavia,23,4,"53664646, 54687352, 54688491, 63021001",236.5,233.6,321.3,5.75
engine gasoline -,skoda,octavia,23,4,"53935379, 54279403, 57343770, 59824465",4262.4,4127.9,4641.0,5.75
kamera utvändig -,skoda,octavia,23,4,"53431937, 54683089, 64594097, 66430359",294.9,212.3,297.5,5.75
ljusinställning lägesgivare -,skoda,octavia,23,4,"53380963, 56810305, 56811487, 65392594",77.3,70.8,83.3,5.75
main cylinder -,skoda,octavia,23,4,"53549027, 54064934, 56974744, 64809217",71.1,70.8,83.3,5.75
"sensor ac inner temperature - , e-",vw,golf,23,4,"54652917, 54655022, 54657584, 54658533",23.7,23.6,23.8,5.75
"trailing link rear - , e-(right upper)",vw,golf,23,4,"54077263, 54254408, 55078289, 55718253",47.3,47.2,47.6,5.75
bensin/dieselvärmare styrenhet -,skoda,octavia,22,4,"54410277, 54688452, 62647179, 63308601",94.7,94.4,95.2,5.5
signal horn -,skoda,octavia,22,4,"54013759, 54024565, 54419574, 60537565",35.45,33.6,35.7,5.5
"gear box 5 speed - , e-",vw,golf,21,4,"58672402, 59207247, 63158314, 66541683",2005.0,1804.1,2142.0,5.25
rear sensor -,skoda,octavia,21,4,"54678479, 63043738, 64574548, 66173210",59.3,59.0,85.7,5.25
rear sensor -,toyota,corolla,19,4,"61693784, 61693785, 61693786, 63352086",59.2,59.0,59.5,4.75
strut rear -(left rear),toyota,corolla,19,4,"54423828, 54635470, 54646065, 62466708",47.4,35.5,59.5,4.75
caliper bracket -,toyota,corolla,18,4,"55161324, 61416229, 61766112, 61855470",67.45,35.5,72.6,4.5
"drive shaft- , e-(left rear)",vw,golf,6,4,"54253079, 54268110, 54416445, 60073919",243.3,160.7,309.4,1.5
gear box 6 speed-,toyota,corolla,5,4,"56279319, 56321370, 58540693, 60987037",1368.5,1179.4,1428.0,1.25
shock absorbers rear-(rear),skoda,octavia,5,4,"53409730, 53441870, 59673189, 59673190",47.4,47.2,47.6,1.25
abs hydraulic aggregate-,toyota,corolla,4,4,"63026248, 63083244, 65250408, 66448033",574.8,506.2,593.1,1.0
air purifier-,toyota,corolla,4,4,"54382401, 62465176, 65400023, 65774551",74.45,71.0,94.4,1.0
brake caliper-(left front),toyota,corolla,4,4,"53860488, 53879067, 60058883, 63310200",160.3,142.1,178.5,1.0
caliper bracket -(left front),toyota,corolla,4,4,"55488983, 56121481, 57168981, 59868871",33.7,33.7,45.0,1.0
rear sensor -(centre),toyota,corolla,4,4,"65402900, 65402901, 65471012, 65684681",59.2,59.2,59.2,1.0
abs control unit -,toyota,corolla,18,3,"54018118, 54064332, 54196395",88.5,47.2,89.3,6.0
actuator loom -,skoda,octavia,18,3,"53429617, 55972998, 64295797",106.2,94.4,107.1,6.0
air throttle housing / throttle housing -,skoda,octavia,18,3,"54166896, 57361686, 63299480",47.4,47.2,59.5,6.0
"airbag krocksensor - , e-",vw,golf,18,3,"62890188, 62890190, 65057587",56.3,56.0,59.5,6.0
battery box / fixing / holder -,skoda,octavia,18,3,"54013733, 54442596, 54669794",35.55,35.4,35.7,6.0
"brake disc - , e-(rear)",vw,golf,18,3,"53486078, 54134400, 54139866",47.349999999999994,47.2,47.6,6.0
fuel tank injection -,toyota,corolla,18,3,"60133533, 63181431, 64257752",165.2,94.4,166.6,6.0
hybrid converter -,toyota,corolla,18,3,"53398890, 63350083, 64546672",379.15,353.8,416.5,6.0
"ljusinställning lägesgivare - , e-",vw,golf,18,3,"55972746, 58950529, 64333072",71.0,70.8,71.4,6.0
sensor tire pressure -,toyota,corolla,18,3,"64781438, 64781440, 64781443",29.6,29.5,29.8,6.0
turbo aggregate -,toyota,corolla,18,3,"53617942, 54529615, 54777206",118.6,117.9,142.8,6.0
"dörr styrenhet - , e-(left)",vw,golf,17,3,"53407814, 53419308, 53419701",106.4,106.1,107.1,5.67
brake disc -(front),skoda,octavia,16,3,"53783208, 54094531, 54099834",11.9,11.8,17.8,5.33
actuator loom -(left rear),toyota,corolla,13,3,"61772978, 62010243, 65304226",67.4,59.2,67.8,4.33
rear sensor -(interior),toyota,corolla,13,3,"65594680, 65594689, 65594701",59.2,59.0,59.5,4.33
control unit xenon -,skoda,octavia,12,3,"53480535, 63707683, 66914632",165.9,165.1,168.9,4.0
hub rear -(right rear),toyota,corolla,8,3,"53859449, 53866331, 64450819",100.69999999999999,71.0,112.5,2.67
hub rear -(left rear),toyota,corolla,7,3,"53866330, 53885647, 59928489",100.3,71.0,100.8,2.33
rear sensor -(rear),skoda,octavia,7,3,"60280265, 60570293, 64295768",71.1,70.8,117.4,2.33
actuator loom -,toyota,corolla,3,3,"55828294, 61768055, 61768469",50.6,47.4,50.6,1.0
automatic gear-,toyota,corolla,3,3,"59269879, 63353320, 65097247",2975.0,2723.2,3064.3,1.0
caliper bracket -(right front),toyota,corolla,3,3,"54457578, 56121480, 57168980",30.4,20.2,33.7,1.0
"gear box 5 speed- , e-",vw,golf,3,3,"58672402, 59207247, 63158314",1963.5,1803.4,2023.0,1.0
"inter axle compl.- , e-",vw,golf,3,3,"54398390, 60073930, 63589705",426.2,424.6,471.8,1.0
"rear axle beam- , e-",vw,golf,3,3,"54245153, 54315789, 60228190",360.9,353.8,365.7,1.0
rear sensor -(exterior),toyota,corolla,3,3,"65402874, 65402876, 65594770",59.2,59.2,59.2,1.0
starter diesel-,toyota,corolla,3,3,"54054291, 56096102, 60805742",59.2,59.2,70.8,1.0
strut rear-(left),toyota,corolla,3,3,"53589483, 53650880, 54321498",53.1,42.7,53.1,1.0
"trailing link rear- , e-(right)",vw,golf,3,3,"53932790, 64675777, 65059352",82.9,77.0,94.7,1.0
"air-flow sensor - , e-",vw,golf,12,2,"53559706, 54378877",47.900000000000006,35.4,60.7,6.0
airbag krocksensor -,skoda,octavia,12,2,"56046798, 56413832",59.25,59.0,59.5,6.0
airbag krocksensor -(left front),skoda,octavia,12,2,"57768479, 59320194",59.25,59.0,59.5,6.0
battery box / fixing / holder -(front),skoda,octavia,12,2,"60253689, 61731608",35.55,35.4,35.7,6.0
caliper bracket -(left rear),toyota,corolla,12,2,"62463270, 62648549",53.3,53.1,53.5,6.0
caliper bracket -(rear),skoda,octavia,12,2,"60539167, 60539177",56.25,56.0,56.5,6.0
crankshaft -,skoda,octavia,12,2,"54635161, 54635239",71.0,70.8,71.4,6.0
"cylinder head fuel - , e-",vw,golf,12,2,"53859698, 65059339",319.75,294.9,345.1,6.0
dörr styrenhet -(left front),skoda,octavia,12,2,"54446145, 65510436",94.65,94.4,95.2,6.0
dörr styrenhet -(right front),skoda,octavia,12,2,"54446096, 65511004",94.65,94.4,95.2,6.0
gear box bracket -(rear),toyota,corolla,12,2,"54635082, 56321358",47.4,47.2,47.6,6.0
hub rear -(left rear),skoda,octavia,12,2,"53590615, 53843011",142.0,141.5,142.8,6.0
"ignition module - , e-",vw,golf,12,2,"54542890, 54543482",17.75,17.7,17.8,6.0
oil filter holder -,skoda,octavia,12,2,"54100759, 54208682",23.1,22.4,23.8,6.0
"seat assembled - , e-",vw,golf,12,2,"53916640, 56108623",82.85,82.6,83.3,6.0
"seat assembled - , e-(left front)",vw,golf,12,2,"56350334, 56920584",82.85,82.6,83.3,6.0
trailing link rear -(right upper),skoda,octavia,12,2,"54028811, 54032513",26.0,25.9,26.2,6.0
aktivt kollisionsskydd sensor -(left),skoda,octavia,11,2,"53389449, 59936250",230.0,224.2,232.0,5.5
brake disc -(rear),skoda,octavia,11,2,"53785897, 53802167",11.9,11.8,11.9,5.5
"caliper bracket - , e-",vw,golf,11,2,"54312600, 54378773",47.4,47.2,47.6,5.5
caliper bracket -(right front),skoda,octavia,11,2,"64630721, 65749784",59.2,59.0,59.5,5.5
engine block -,skoda,octavia,11,2,"54126407, 54141407",77.3,76.7,89.3,5.5
wiper arm motor relay -,toyota,corolla,11,2,"53685047, 57682964",35.4,31.9,35.7,5.5
"dörr styrenhet - , e-(right)",vw,golf,10,2,"53410127, 53418701",106.4,106.1,107.1,5.0
diesel injection pump -,toyota,corolla,9,2,"54169592, 54777181",47.4,47.2,142.1,4.5
actuator loom -(right front),toyota,corolla,7,2,"53831986, 62010239",67.4,60.4,67.8,3.5
airbag front sensor -(left front),toyota,corolla,7,2,"53834609, 54655649",35.6,35.4,47.4,3.5
rear axle beam -(rear),toyota,corolla,5,2,"60134631, 66455737",394.2,331.5,395.7,2.5
hub rear-(rear),toyota,corolla,3,2,"57894045, 58671369",94.7,94.7,94.9,1.5
"insp.pump diesel control unit- , e-",vw,golf,3,2,"54055672, 54055876",415.2,414.4,415.2,1.5
rain sensor-,skoda,octavia,3,2,"53992837, 54483957",94.7,94.7,95.2,1.5
suspension-(rear),skoda,octavia,3,2,"54242387, 54447761",47.4,47.2,47.6,1.5
trailing link rear-(left),skoda,octavia,3,2,"58937124, 64800345",83.7,82.6,84.5,1.5
wheel bearing spindle shaft-(right rear),skoda,octavia,3,2,"65037599, 65651367",214.2,212.3,214.2,1.5
air purifier-,skoda,octavia,2,2,"54265057, 65484076",89.25,83.3,95.2,1.0
airbag control unit-,skoda,octavia,2,2,"53430480, 60048809",296.2,294.9,297.5,1.0
airbag control unit-,toyota,corolla,2,2,"65434859, 66546356",269.55,201.3,337.8,1.0
alternator-,toyota,corolla,2,2,"61808601, 65774513",142.1,142.1,142.1,1.0
bensin/dieselvärmare styrenhet-,skoda,octavia,2,2,"54410277, 63308601",94.4,94.4,94.4,1.0
brake caliper-(right rear),toyota,corolla,2,2,"63127091, 63350259",212.89999999999998,188.7,237.1,1.0
brake disc-(front),skoda,octavia,2,2,"54094531, 54099834",11.8,11.8,11.8,1.0
brake servo-,toyota,corolla,2,2,"54151623, 65861514",485.45,438.1,532.8,1.0
caliper bracket -(right rear),toyota,corolla,2,2,"54537570, 62648588",50.349999999999994,47.4,53.3,1.0
carbon canister-,toyota,corolla,2,2,"53614662, 53997747",11.850000000000001,5.9,17.8,1.0
deliverer-,toyota,corolla,2,2,"56142209, 62991562",113.2,84.1,142.3,1.0
drive shaft-(left front),toyota,corolla,2,2,"61808614, 65250419",236.8,236.8,236.8,1.0
"dörr styrenhet- , e-(right)",vw,golf,2,2,"53410127, 53418701",106.8,106.8,106.8,1.0
engine diesel-,toyota,corolla,2,2,"53386263, 53492819",787.35,769.6,805.1,1.0
fuel filling pipe / tube-,toyota,corolla,2,2,"54505764, 54574525",53.2,47.4,59.0,1.0
fuel pump electric-,toyota,corolla,2,2,"54549674, 54558057",100.69999999999999,100.6,100.8,1.0
"fuel tank injection- , e-",vw,golf,2,2,"54027084, 54322755",95.8,89.3,102.3,1.0
gear lever-,toyota,corolla,2,2,"53700152, 53886312",177.7,176.9,178.5,1.0
"gear lever- , e-",vw,golf,2,2,"54068070, 55904254",176.9,176.9,176.9,1.0
hand brake lever-,skoda,octavia,2,2,"53597130, 53847965",59.1,59.0,59.2,1.0
ignition diesel relay-,skoda,octavia,2,2,"62013012, 64632985",29.65,29.6,29.7,1.0
"ignition diesel relay- , e-",vw,golf,2,2,"54038732, 54064944",20.75,5.9,35.6,1.0
komfort styrdon-,skoda,octavia,2,2,"62638840, 62886295",224.75,212.3,237.2,1.0
main cylinder-,toyota,corolla,2,2,"54371340, 54538992",60.4,60.4,60.4,1.0
other control unit-,skoda,octavia,2,2,"54410190, 56649098",237.14999999999998,237.1,237.2,1.0
passenger airbag-,toyota,corolla,2,2,"53713033, 64597454",296.5,296.5,296.5,1.0
rear axle beam-,toyota,corolla,2,2,"64546427, 65680830",415.2,415.2,415.2,1.0
rear gear / diff.-,skoda,octavia,2,2,"55233937, 66730848",1122.5,1065.6,1179.4,1.0
signal horn-,skoda,octavia,2,2,"54419574, 60537565",34.8,33.9,35.7,1.0
sump-,skoda,octavia,2,2,"53810040, 64902844",107.1,107.1,107.1,1.0
suspension-(rear),toyota,corolla,2,2,"59230184, 62122633",46.2,45.0,47.4,1.0
trailing link rear-(left),toyota,corolla,2,2,"53848801, 56933452",70.9,70.8,71.0,1.0
trailing link rear-(right),skoda,octavia,2,2,"54026243, 60226169",73.85,71.0,76.7,1.0
"wheel bearing spindle shaft- , e-(right rear)",vw,golf,2,2,"56566908, 64675772",227.9,219.0,236.8,1.0
wheel bearing spindle shaft-(left rear),skoda,octavia,2,2,"53397794, 62781323",225.35,213.5,237.2,1.0
wheel bearing spindle shaft-(left rear),toyota,corolla,2,2,"53853342, 56933448",203.5,200.5,206.5,1.0
