part_name,brand,model,year_start,year_end,row_count,product_id_count,product_id_sample,median_price,min_price,max_price,rows_per_product_id
"contact roll airbag - , e-",vw,golf,2013,2020,30,7,"58952159, 63136980, 63199756, 63225719, 63372058, 64336640, 64390201",177.5,176.9,178.5,4.29
engine diesel -,skoda,octavia,2013,2020,30,7,"56800137, 59673805, 60445612, 60973010, 62661162, 62744962, 66395040",3910.85,3529.3,4165.0,4.29
clutch cylinder main -,toyota,corolla,2002,2007,26,7,"53817670, 53827266, 54395144, 54515278, 54528400, 62465201, 63181386",47.2,35.5,47.6,3.71
alternator -,toyota,corolla,2008,2012,21,7,"56919452, 58508409, 61842750, 64471152, 64498731, 64572767, 65774513",142.1,118.4,142.8,3.0
curtain airbags -(left),toyota,corolla,2008,2012,7,7,"54470943, 54476116, 54492143, 59391660, 61845319, 65198433, 65434862",142.1,84.1,177.6,1.0
hub rear -(rear),toyota,corolla,1998,2001,7,7,"53717736, 54555112, 54562514, 54574650, 54576727, 54581766, 54584616",59.2,59.2,118.4,1.0
brake caliper -(left front),skoda,octavia,2013,2020,36,6,"53438211, 53460365, 53484488, 53493166, 53495141, 64801679",154.1,153.3,190.4,6.0
brake caliper -(right front),skoda,octavia,2013,2020,36,6,"53386676, 53398778, 53437974, 53447279, 53492535, 64801568",154.1,153.3,190.4,6.0
drive shaft -(right front),skoda,octavia,2013,2020,36,6,"53502120, 54037329, 54229159, 59340765, 63439418, 65554234",259.9,241.8,297.5,6.0
"hub rear - , e-(rear)",vw,golf,2009,2013,36,6,"53847073, 53882061, 54011729, 54012212, 54022459, 54033319",237.2,235.9,261.8,6.0
"shock absorbers rear - , e-(rear)",vw,golf,1998,2006,36,6,"53713162, 53719558, 53721299, 53824510, 53828430, 54389700",60.25,59.0,71.4,6.0
trailing link rear -(left),skoda,octavia,2005,2013,36,6,"53842661, 53852853, 54017270, 54359903, 54360248, 60226162",71.65,70.8,84.5,6.0
"wheel bearing spindle shaft - , e-(left rear)",vw,golf,2013,2020,36,6,"53368149, 53399113, 53400059, 54290596, 65661358, 65682707",213.3,206.4,238.0,6.0
drive shaft -(left front),skoda,octavia,2013,2020,35,6,"53502115, 54041614, 54252177, 54292467, 54760100, 60226075",238.0,235.9,261.8,5.83
"drive shaft - , e-(left rear)",vw,golf,2013,2020,32,6,"54069563, 54253079, 54268110, 54291801, 54362669, 64667066",237.0,176.9,308.4,5.33
brake servo -,toyota,corolla,2019,2027,31,6,"53607268, 61721306, 61751538, 61997837, 63127022, 66447576",562.4,504.2,595.0,5.17
main cylinder -,toyota,corolla,2019,2027,31,6,"60058879, 65107261, 65399927, 65434802, 66220344, 66424831",592.0,589.7,595.0,5.17
"abs hydraulic aggregate - , e-",vw,golf,2013,2020,30,6,"53938228, 54223147, 54270529, 54433079, 60055306, 64528096",601.2,589.7,612.9,5.0
abs hydraulic pump -,toyota,corolla,2019,2027,30,6,"54151616, 60058715, 61070893, 63083764, 66424690, 66456417",533.15,438.1,547.4,5.0
deliverer -,toyota,corolla,2002,2007,30,6,"58954021, 60114204, 62991558, 62991561, 62991562, 62991563",142.1,94.7,142.8,5.0
brake servo -,skoda,octavia,2013,2020,29,6,"53392094, 53402374, 53991650, 54224758, 61759379, 65718767",160.0,153.3,178.5,4.83
"engine diesel - , e-",vw,golf,2013,2020,28,6,"54025932, 54054788, 54228590, 58360841, 61922680, 63021622",3970.1000000000004,3488.7,4117.4,4.67
inter axle compl. -,skoda,octavia,2005,2013,24,6,"53369814, 53696921, 54501220, 55842813, 61419210, 65598058",266.55,177.6,295.7,4.0
fuse box / electricity central -,toyota,corolla,2008,2012,21,6,"54035815, 54161048, 54448932, 54556301, 56120344, 63169176",94.8,85.2,119.0,3.5
motor bracket -,toyota,corolla,2002,2007,21,6,"53816223, 53823586, 54562239, 54571879, 54575568, 54634804",47.4,35.5,47.6,3.5
rear axle -,toyota,corolla,2008,2012,21,6,"53452767, 54403966, 62895199, 65434864, 65794175, 65806379",319.7,260.5,321.3,3.5
airbag krocksensor -,toyota,corolla,2008,2012,16,6,"54432700, 54432701, 54492383, 54492396, 54493918, 54493926",59.2,53.3,59.5,2.67
fuel injection pump -,toyota,corolla,2008,2012,16,6,"54051647, 54173283, 54432606, 54472609, 54526701, 56321354",118.4,106.6,119.0,2.67
shock absorbers rear -(rear),toyota,corolla,1998,2001,16,6,"53721247, 53819760, 53824358, 54517092, 54529255, 60075811",60.3,59.2,60.7,2.67
clutch cylinder slave -,toyota,corolla,1993,1997,15,6,"53799748, 53836797, 54016900, 54318560, 54552325, 54570198",29.6,23.7,29.8,2.5
fuse box / electricity central -,toyota,corolla,2002,2007,11,6,"53616724, 54000335, 55161385, 55588422, 62467106, 63183461",95.5,71.0,96.4,1.83
drive shaft -(right front),toyota,corolla,2008,2012,10,6,"54413270, 54521427, 54564547, 56269959, 60224933, 65212200",236.25,153.9,297.5,1.67
curtain airbags -(left),toyota,corolla,2002,2007,6,6,"53449758, 53659100, 53672406, 59624287, 62465163, 64248621",120.2,59.2,236.8,1.0
drive shaft -(right front),toyota,corolla,2013,2018,6,6,"53410756, 54626477, 60410436, 61808613, 61839727, 65057800",201.3,177.6,236.8,1.0
"abs hydraulic pump - , e-",vw,golf,2013,2020,30,5,"53985126, 54036564, 54044560, 54048685, 57338381",473.3,471.8,476.0,6.0
"adaptiv farthållare sensor - , e-",vw,golf,2013,2020,30,5,"58798477, 59757960, 60721444, 63197509, 65711229",424.7,401.0,439.1,6.0
alternator -,skoda,octavia,2013,2020,30,5,"54233068, 54280176, 54447421, 62238843, 62240132",235.95,218.2,238.0,6.0
battery cable -,skoda,octavia,2013,2020,30,5,"53520193, 53549530, 59572698, 64295796, 65876184",65.15,57.8,71.4,6.0
"brake caliper - , e-(left rear)",vw,golf,2013,2020,30,5,"54221225, 57338396, 63233983, 63445331, 65116750",212.35000000000002,182.8,214.2,6.0
curtain airbags -(left),skoda,octavia,2013,2020,30,5,"53485816, 53492208, 54689453, 60484632, 63439417",142.3,141.5,158.3,6.0
deliverer -,skoda,octavia,2005,2013,30,5,"54205411, 54205412, 61920905, 61920918, 61920928",237.6,235.9,258.9,6.0
"engine gasoline - , e-",vw,golf,2013,2020,30,5,"53368462, 53429849, 58737655, 63205720, 65116265",4100.450000000001,3753.4,4343.5,6.0
fly wheel manual -,skoda,octavia,2005,2013,30,5,"53555100, 53678716, 54139308, 54582424, 64858611",118.8,117.9,133.9,6.0
fuel distributor -,skoda,octavia,2013,2020,30,5,"54218705, 54222472, 54998917, 55487905, 61839231",124.2,112.0,124.9,6.0
"gear box 6 speed - , e-",vw,golf,2013,2020,30,5,"53463140, 53593831, 53997371, 54025922, 62191263",2138.6,2122.9,2380.0,6.0
"injection control unit - , e-",vw,golf,2013,2020,30,5,"53458214, 53472320, 53500718, 56744090, 59734341",449.65,448.2,452.2,6.0
knee -,skoda,octavia,2013,2020,30,5,"54289853, 55500795, 56974731, 59692310, 59856778",242.85,241.8,243.9,6.0
"knee - , e-",vw,golf,2013,2020,30,5,"56985881, 58796753, 60960501, 60981203, 64306530",201.15,176.9,220.1,6.0
"other relay - , e-",vw,golf,1998,2006,30,5,"54059287, 54068339, 54500484, 54500496, 65219914",23.6,14.2,23.8,6.0
"piston / rod - , e-",vw,golf,2004,2009,30,5,"54100052, 54124986, 54124988, 54125831, 54142915",23.7,23.6,35.7,6.0
rubber bellow / tube -,toyota,corolla,2002,2007,30,5,"54327539, 54443287, 62465248, 63006838, 65106415",29.75,29.5,35.7,6.0
sensor steering -,skoda,octavia,2005,2013,30,5,"53583320, 53588042, 53596792, 54531569, 54684184",47.4,47.2,59.5,6.0
"sensor steering - , e-",vw,golf,2004,2009,30,5,"54049705, 54049714, 56857329, 58050859, 58348027",35.5,35.4,35.7,6.0
starter diesel -,skoda,octavia,2013,2020,30,5,"53401025, 53490851, 53494115, 59769350, 59769471",130.14999999999998,129.7,130.9,6.0
strut bearing rear -(rear),toyota,corolla,1988,1992,30,5,"54469818, 54472631, 54473017, 54478903, 54480215",23.7,23.6,23.8,6.0
valve cap -,skoda,octavia,2005,2013,30,5,"54205365, 54238202, 54297434, 54307932, 63300312",55.05,47.2,60.7,6.0
"wheel bearing spindle shaft - , e-(right rear)",vw,golf,2013,2020,30,5,"53399687, 53401366, 55067193, 65661352, 65682704",235.95,212.3,238.0,6.0
abs hydraulic pump -,skoda,octavia,2013,2020,29,5,"54040619, 54040892, 54041498, 54047336, 54069056",474.2,471.8,476.0,5.8
"brake servo - , e-",vw,golf,2013,2020,29,5,"53389308, 53447977, 54390343, 56454556, 63356798",188.8,176.9,595.0,5.8
"drive shaft - , e-(right rear)",vw,golf,2013,2020,29,5,"54070809, 54253076, 54268111, 54361570, 64667063",236.5,176.9,308.4,5.8
gear box 6 speed -,skoda,octavia,2013,2020,29,5,"53490848, 53593156, 54241390, 54481797, 55801303",2359.6,2288.0,2380.0,5.8
injection control unit -,toyota,corolla,2019,2027,29,5,"61766032, 63047746, 65257613, 65399936, 66547815",530.9,493.0,595.0,5.8
motor bracket -,skoda,octavia,2013,2020,29,5,"54068941, 54418779, 54418782, 54434254, 54447415",59.1,59.0,59.5,5.8
"parkeringshjälp frontsensor - , e-",vw,golf,2013,2020,29,5,"53458852, 53467208, 53469091, 53486158, 53491539",59.1,59.0,59.5,5.8
passenger airbag -,skoda,octavia,2013,2020,29,5,"54280175, 54292142, 56974726, 57597013, 59309175",485.4,483.6,487.9,5.8
rear axle -,skoda,octavia,2013,2020,29,5,"53367213, 54669113, 62657264, 62896866, 66432442",378.4,353.8,416.5,5.8
"rear axle - , e-",vw,golf,2013,2020,29,5,"53393680, 53894970, 53894983, 53905737, 66459895",355.9,353.8,416.5,5.8
"signal horn - , e-",vw,golf,2009,2013,29,5,"53995131, 54014373, 54027459, 54057005, 61114117",29.6,29.5,29.8,5.8
starter gasoline -,skoda,octavia,2013,2020,29,5,"54214835, 54239478, 56394913, 59572701, 60507006",130.1,123.8,142.8,5.8
airbag control unit -,skoda,octavia,2013,2020,28,5,"53430480, 53998555, 57336307, 58994403, 60048809",295.85,294.9,297.5,5.6
ignition diesel relay -,skoda,octavia,2005,2013,28,5,"55136030, 62013012, 62013022, 62013028, 64632985",29.6,29.5,29.8,5.6
komfort styrdon -,skoda,octavia,2013,2020,28,5,"54432495, 55039443, 62638840, 62886295, 64295714",224.55,212.4,238.0,5.6
adaptiv farthållare sensor -,skoda,octavia,2013,2020,26,5,"54109610, 56026114, 63620454, 65781920, 66402915",401.0,392.2,409.0,5.2
brake intensity regulator -,toyota,corolla,2002,2007,25,5,"54574587, 54579182, 54580238, 54597165, 54617886",47.4,47.2,47.6,5.0
"battery cable - , e-",vw,golf,2009,2013,24,5,"53984806, 54021478, 54038439, 54066811, 61114227",41.4,41.3,47.6,4.8
"air throttle housing / throttle housing - , e-",vw,golf,2004,2009,23,5,"53580265, 53606842, 54163225, 64336350, 64345962",94.4,70.8,95.2,4.6
gear distributor box -,skoda,octavia,2013,2020,23,5,"57067071, 59077369, 59913951, 60522419, 66906976",949.0,943.5,1093.9,4.6
rear gear / diff. -,skoda,octavia,2005,2013,18,5,"54083141, 55233937, 61412856, 65148479, 65580880",1069.3,947.2,1190.0,3.6
clutch cylinder slave -,toyota,corolla,1998,2001,15,5,"53829242, 53858372, 54524529, 54528612, 54572283",29.7,29.5,35.7,3.0
air purifier -,toyota,corolla,2008,2012,14,5,"53880349, 62480986, 62516003, 65200160, 66920621",72.15,67.4,94.8,2.8
central lock control unit -,toyota,corolla,2002,2007,10,5,"53946424, 54442341, 54585352, 55157367, 65132168",47.2,23.7,47.6,2.0
curtain airbags -(right),toyota,corolla,2002,2007,10,5,"53663768, 54331761, 62465161, 63216298, 64248620",180.45,59.2,182.1,2.0
fuel injection pump -,toyota,corolla,2002,2007,10,5,"53720617, 61866977, 62465243, 63233168, 64257751",118.4,117.2,119.0,2.0
air purifier -,toyota,corolla,2002,2007,5,5,"53653516, 54212370, 54469829, 56545219, 59382148",59.2,53.3,60.4,1.0
drive shaft -(left front),toyota,corolla,2008,2012,5,5,"53367963, 54417013, 54521794, 56269960, 60224934",159.8,153.9,177.6,1.0
injection control unit -,toyota,corolla,2002,2007,5,5,"53420251, 53472798, 53726528, 53728059, 53834883",355.2,355.2,362.3,1.0
"air purifier - , e-",vw,golf,2013,2020,24,4,"53985258, 54073986, 54074053, 63238739",94.65,94.4,95.2,6.0
"airbag control unit - , e-",vw,golf,2013,2020,24,4,"53997515, 54036211, 57339194, 61914680",236.65,235.9,238.0,6.0
airbag front sensor -(right),toyota,corolla,2002,2007,24,4,"54469880, 54585113, 54659450, 64412340",47.4,47.2,47.6,6.0
"automatic gear - , e-",vw,golf,2013,2020,24,4,"54417788, 54417791, 57712714, 58738183",3494.6,3305.2,3808.0,6.0
"belt tensioner for fan belt - , e-",vw,golf,1998,2006,24,4,"53700177, 54654262, 54654297, 54664495",47.25,40.1,47.6,6.0
"brake caliper - , e-(left front)",vw,golf,2013,2020,24,4,"58952166, 61917764, 63199771, 64491409",236.25,176.9,238.0,6.0
"brake disc - , e-(front)",vw,golf,1998,2006,24,4,"53786468, 53801940, 54470408, 54476822",26.65,23.6,29.8,6.0
cam belt / transmission cap -,skoda,octavia,2013,2020,24,4,"54217991, 54229476, 54229479, 54268855",17.75,17.7,17.8,6.0
"carbon canister - , e-",vw,golf,2009,2013,24,4,"53984272, 53985310, 54005766, 54027932",41.4,41.3,41.6,6.0
central lock control unit -,skoda,octavia,2013,2020,24,4,"54410296, 54660990, 55967124, 60199793",94.80000000000001,94.4,107.1,6.0
engine casing -,skoda,octavia,2013,2020,24,4,"54216988, 54281829, 56101920, 65709762",59.25,59.0,71.4,6.0
"fuel filter / holder - , e-",vw,golf,2009,2013,24,4,"53986991, 54038218, 54058306, 54079016",70.9,59.0,71.4,6.0
förpump diesel -,skoda,octavia,2005,2013,24,4,"53655666, 54421710, 54436057, 54686864",95.35,85.0,107.1,6.0
"gear box cushion - , e-",vw,golf,2013,2020,24,4,"54004519, 54037003, 54048694, 54053254",47.349999999999994,47.2,47.6,6.0
"gear regulator - , e-",vw,golf,1998,2006,24,4,"53820701, 54354638, 54382680, 55743091",71.65,60.1,72.6,6.0
hub rear -(rear),skoda,octavia,2005,2013,24,4,"54012565, 54020560, 54033359, 54033361",130.14999999999998,129.7,130.9,6.0
inverter 12 -> 220 v -,skoda,octavia,2013,2020,24,4,"57006018, 61712045, 63308261, 64503156",141.75,117.9,142.8,6.0
"other transmitters - , e-",vw,golf,2009,2013,24,4,"54427789, 57273990, 57274077, 57275076",35.45,31.8,35.7,6.0
rubber bellow / tube -,skoda,octavia,2013,2020,24,4,"53985513, 54410388, 55973026, 65869007",35.55,35.4,41.6,6.0
"stolsvärme styrenhet/relä - , e-",vw,golf,2004,2009,24,4,"53621930, 54127948, 54942211, 54942212",23.65,5.9,23.8,6.0
"suspension - , e-(rear)",vw,golf,2013,2020,24,4,"54245118, 55068239, 55068240, 57147922",59.150000000000006,59.0,59.5,6.0
"trailing link rear - , e-(left)",vw,golf,2004,2009,24,4,"53833699, 54017984, 54359584, 65059353",80.5,76.7,84.5,6.0
turbo aggregate -,skoda,octavia,2013,2020,24,4,"55170665, 62701480, 65114104, 65126978",396.85,365.6,416.5,6.0
belt tensioner for fan belt -,skoda,octavia,2005,2013,23,4,"53792769, 54121096, 54164158, 54174603",23.6,11.8,23.8,5.75
"brake caliper - , e-(right front)",vw,golf,2013,2020,23,4,"58383840, 58952165, 62029253, 64491408",235.9,147.4,238.0,5.75
"brake caliper - , e-(right rear)",vw,golf,2013,2020,23,4,"54221227, 54332512, 63233982, 63445334",212.3,180.4,214.2,5.75
brake disc -(front),toyota,corolla,1998,2001,23,4,"54483257, 54490150, 54490161, 54491283",17.7,11.8,17.8,5.75
"fuel tank injection - , e-",vw,golf,1998,2006,23,4,"54322755, 54323239, 54324453, 54341230",84.5,71.9,121.4,5.75
hand brake lever -,skoda,octavia,2005,2013,23,4,"53597130, 53882587, 54440392, 63124125",59.2,53.1,59.5,5.75
main cylinder -,skoda,octavia,2013,2020,23,4,"53549027, 54064934, 56974744, 64809217",71.1,70.8,83.3,5.75
parking control unit -,skoda,octavia,2013,2020,23,4,"59564435, 60048848, 60207964, 60519221",94.8,94.4,96.0,5.75
piston / rod -,skoda,octavia,2005,2013,23,4,"54116551, 54148694, 54148695, 54148696",41.3,35.4,41.6,5.75
bensin/dieselvärmare styrenhet -,skoda,octavia,2013,2020,22,4,"54410277, 54688452, 62647179, 63308601",94.7,94.4,95.2,5.5
parkeringshjälp frontsensor -,toyota,corolla,2019,2027,22,4,"61070360, 63351902, 63351960, 63351992",59.25,59.0,59.5,5.5
"rear axle beam - , e-",vw,golf,2013,2020,22,4,"54035214, 54245153, 54253106, 54315789",364.85,353.8,368.9,5.5
signal horn -,skoda,octavia,2013,2020,22,4,"54013759, 54024565, 54419574, 60537565",35.45,33.6,35.7,5.5
trailing link rear -(right),skoda,octavia,2005,2013,22,4,"54026243, 54358408, 54359991, 60226169",74.65,70.8,84.5,5.5
"cam belt / transmission cap - , e-",vw,golf,2013,2020,21,4,"54244928, 54274286, 54286424, 66891089",17.7,9.5,17.8,5.25
fuel pump electric -,skoda,octavia,2013,2020,21,4,"53581804, 58503314, 59655628, 61705839",130.2,129.7,142.8,5.25
"gear box 5 speed - , e-",vw,golf,2013,2020,21,4,"58672402, 59207247, 63158314, 66541683",2005.0,1804.1,2142.0,5.25
"inter axle compl. - , e-",vw,golf,2009,2013,21,4,"54398358, 54398390, 59328519, 60073930",427.0,424.6,476.0,5.25
"fuel distributor - , e-",vw,golf,2009,2013,20,4,"53477126, 54250831, 54250832, 54267520",103.65,94.4,113.0,5.0
brake disc -(front),toyota,corolla,1983,1987,19,4,"53950212, 53950695, 54474182, 54474214",13.0,5.9,17.8,4.75
control unit xenon -,toyota,corolla,2019,2027,19,4,"55828295, 55828296, 63170801, 65145093",118.6,82.9,142.8,4.75
parkeringshjälp frontsensor -,skoda,octavia,2013,2020,19,4,"57328325, 64572268, 64572269, 64572275",59.2,59.0,59.5,4.75
piston / rod -,toyota,corolla,1998,2001,19,4,"54475624, 54483536, 54484093, 54484658",47.4,47.2,47.6,4.75
rear sensor -,toyota,corolla,2019,2027,19,4,"61693784, 61693785, 61693786, 63352086",59.2,59.0,59.5,4.75
strut rear -(right),toyota,corolla,1998,2001,19,4,"53467029, 53721223, 54484620, 54485592",59.0,47.2,59.5,4.75
"passenger airbag - , e-",vw,golf,2013,2020,18,4,"54061937, 54218581, 54440014, 60933072",450.1,353.8,476.0,4.5
"rubber bellow / tube - , e-",vw,golf,2013,2020,18,4,"54074047, 54432860, 54433078, 58950659",38.5,35.4,41.6,4.5
"steering wheel airbag - , e-",vw,golf,2013,2020,18,4,"54243551, 62754570, 63199755, 63372062",532.2,485.4,535.5,4.5
air purifier -,skoda,octavia,2013,2020,17,4,"54291215, 55103367, 55500790, 65455165",83.3,82.6,95.2,4.25
distributors -,toyota,corolla,1993,1997,16,4,"53914784, 54310467, 54341466, 54345881",84.2,60.4,95.2,4.0
engine casing -,toyota,corolla,2008,2012,14,4,"54081552, 54634380, 59921570, 65678183",59.2,47.4,59.5,3.5
hand brake lever -,toyota,corolla,2002,2007,14,4,"53855578, 53882640, 53994088, 54598960",41.55,41.3,47.6,3.5
power steering control unit -,toyota,corolla,2008,2012,14,4,"53590879, 54471168, 54532256, 65771647",236.8,177.6,238.0,3.5
pulley -,toyota,corolla,2002,2007,14,4,"53573496, 54512254, 54586067, 57195021",59.2,47.4,59.5,3.5
strut rear -(right),toyota,corolla,1988,1992,14,4,"53662663, 53674446, 53792102, 54490443",44.9,33.0,59.5,3.5
strut rear -(right),toyota,corolla,2002,2007,14,4,"54007262, 62953077, 64248644, 64466458",59.2,41.4,59.5,3.5
tank lid -,toyota,corolla,2008,2012,14,4,"53395854, 53686810, 54000358, 54491958",45.0,41.4,47.6,3.5
parkeringshjälp frontsensor -,toyota,corolla,2013,2018,10,4,"53393524, 53394183, 53394186, 53496462",47.4,47.2,47.6,2.5
gear box bracket -,toyota,corolla,2008,2012,9,4,"53659800, 53667121, 54400534, 56321357",47.2,26.6,47.6,2.25
gear box 6 speed-,toyota,corolla,2008,2012,5,4,"56279319, 56321370, 58540693, 60987037",1368.5,1179.4,1428.0,1.25
shock absorbers rear-(rear),skoda,octavia,2013,2020,5,4,"53409730, 53441870, 59673189, 59673190",47.4,47.2,47.6,1.25
abs hydraulic aggregate-,toyota,corolla,2019,2027,4,4,"63026248, 63083244, 65250408, 66448033",574.8,506.2,593.1,1.0
abs hydraulic pump -,toyota,corolla,2002,2007,4,4,"54552749, 54573754, 54586417, 55593606",266.4,236.8,296.0,1.0
abs hydraulic pump -,toyota,corolla,2008,2012,4,4,"53685056, 54063593, 54556265, 56798552",355.2,266.4,414.4,1.0
brake caliper-(left front),toyota,corolla,2019,2027,4,4,"53860488, 53879067, 60058883, 63310200",160.3,142.1,178.5,1.0
brake servo -,toyota,corolla,2013,2018,4,4,"53421835, 54219687, 55885461, 61886697",139.1,118.4,153.9,1.0
caliper bracket -(left front),toyota,corolla,2002,2007,4,4,"55488983, 56121481, 57168981, 59868871",33.7,33.7,45.0,1.0
drive shaft -(left front),toyota,corolla,2013,2018,4,4,"53374161, 54232635, 54626514, 65057801",183.5,177.6,219.0,1.0
main cylinder -,toyota,corolla,2002,2007,4,4,"54341930, 56051567, 59746205, 59747247",65.7,60.4,71.0,1.0
passenger airbag -,toyota,corolla,2008,2012,4,4,"53402114, 53455139, 53471242, 63158119",284.2,284.2,296.0,1.0
rear sensor -(centre),toyota,corolla,2019,2027,4,4,"65402900, 65402901, 65471012, 65684681",59.2,59.2,59.2,1.0
starter gasoline -,toyota,corolla,2013,2018,4,4,"54648612, 58355946, 61808600, 64976668",94.7,94.7,94.7,1.0
tank lid -,toyota,corolla,2002,2007,4,4,"53655680, 53820047, 54509654, 54577046",38.45,32.0,41.4,1.0
abs control unit -,toyota,corolla,1998,2001,18,3,"54018118, 54064332, 54196395",88.5,47.2,89.3,6.0
actuator loom -,skoda,octavia,2013,2020,18,3,"53429617, 55972998, 64295797",106.2,94.4,107.1,6.0
air throttle housing / throttle housing -,skoda,octavia,2005,2013,18,3,"54166896, 57361686, 63299480",47.4,47.2,59.5,6.0
automatic gear -,skoda,octavia,2020,2027,18,3,"64483026, 65552499, 66544405",4391.9,4363.8,4641.0,6.0
avgas temperaturgivare -,skoda,octavia,2013,2020,18,3,"53397093, 53490635, 64295799",59.3,59.0,61.9,6.0
baklucka styrenhet -,skoda,octavia,2020,2027,18,3,"54666154, 56691920, 63048923",94.9,94.4,119.0,6.0
"brake caliper - , e-(left front)",vw,golf,2020,2027,18,3,"53463472, 64675834, 65138593",165.7,165.1,166.6,6.0
"brake caliper - , e-(right front)",vw,golf,2020,2027,18,3,"53419024, 65138592, 66709192",166.1,165.1,178.5,6.0
brake caliper -(right rear),skoda,octavia,2013,2020,18,3,"53380327, 53391210, 62238837",154.2,153.3,178.5,6.0
brake caliper -(right rear),skoda,octavia,2020,2027,18,3,"56294984, 62501993, 64594083",177.9,176.9,184.4,6.0
"brake disc - , e-(rear)",vw,golf,2013,2020,18,3,"53486078, 54134400, 54139866",47.349999999999994,47.2,47.6,6.0
carbon canister -,toyota,corolla,2002,2007,18,3,"54016548, 54523885, 54530861",23.7,23.6,29.8,6.0
coil -,skoda,octavia,2005,2013,18,3,"53808277, 53809014, 53943649",47.4,47.2,59.5,6.0
"coil - , e-",vw,golf,1998,2006,18,3,"65403892, 65403904, 65403921",53.25,53.1,53.5,6.0
contact roll airbag -,skoda,octavia,2013,2020,18,3,"53484321, 57336303, 64799769",177.7,176.9,178.5,6.0
"crankshaft - , e-",vw,golf,2004,2009,18,3,"54137828, 54142483, 54142603",112.4,76.7,154.7,6.0
diesel injection pump -,skoda,octavia,2005,2013,18,3,"54360852, 56910148, 60841392",236.65,233.5,267.8,6.0
"diesel tank - , e-",vw,golf,2009,2013,18,3,"54020235, 54185803, 60058884",177.0,165.1,178.5,6.0
"drive shaft - , e-(right rear)",vw,golf,2009,2013,18,3,"53862513, 54257213, 60073918",201.15,159.2,220.1,6.0
"engine block - , e-",vw,golf,2004,2009,18,3,"54118497, 54126464, 54162484",64.9,59.0,65.5,6.0
engine gasoline -,skoda,octavia,2013,2020,18,3,"54279403, 57343770, 59824465",4252.45,4127.9,4289.9,6.0
"fly wheel manual - , e-",vw,golf,2004,2009,18,3,"53426452, 54109076, 54577204",141.6,106.1,142.8,6.0
fuel injection pump -,skoda,octavia,2013,2020,18,3,"54040408, 54063030, 60471158",142.3,141.5,148.8,6.0
"fuel injection pump - , e-",vw,golf,2013,2020,18,3,"54291789, 54430621, 54657674",142.3,141.5,148.8,6.0
"fuel pump electric - , e-",vw,golf,2013,2020,18,3,"57331992, 58737420, 59725313",177.0,165.1,178.5,6.0
"fuse box / electricity central - , e-",vw,golf,2004,2009,18,3,"59113738, 60125941, 65059338",100.55,89.7,107.1,6.0
gear box 5 speed -,skoda,octavia,2013,2020,18,3,"58491195, 59381610, 60974455",949.0,943.5,1071.0,6.0
gear box bracket -,skoda,octavia,2013,2020,18,3,"54447424, 54447425, 54645153",59.150000000000006,59.0,59.5,6.0
gear lever -,skoda,octavia,2013,2020,18,3,"56393685, 59918008, 64809583",237.2,235.9,261.8,6.0
"hand brake lever - , e-",vw,golf,2004,2009,18,3,"53845074, 53878582, 58702432",53.4,53.1,59.5,6.0
hybrid converter -,toyota,corolla,2019,2027,18,3,"53398890, 63350083, 64546672",379.15,353.8,416.5,6.0
"insp.pump diesel control unit - , e-",vw,golf,2009,2013,18,3,"53432419, 54429604, 54447678",427.0,424.6,452.2,6.0
"komfort styrdon - , e-",vw,golf,2013,2020,18,3,"53998268, 54430192, 59552982",177.5,176.9,178.5,6.0
load air pressure transmitters -,skoda,octavia,2005,2013,18,3,"54439081, 54443290, 54443606",37.849999999999994,37.7,38.1,6.0
"load air pressure transmitters - , e-",vw,golf,2013,2020,18,3,"54049047, 55972734, 56502632",41.4,41.3,41.6,6.0
mass air-flow sensor -,skoda,octavia,2005,2013,18,3,"54428098, 54443614, 63141783",85.4,84.9,95.2,6.0
motor cushion -,skoda,octavia,2005,2013,18,3,"53649460, 54273215, 54478278",47.349999999999994,42.5,53.5,6.0
"other airbags - , e-",vw,golf,2004,2009,18,3,"53964588, 54058388, 57846326",17.75,14.2,23.8,6.0
"parking control unit - , e-",vw,golf,2004,2009,18,3,"54095103, 54427546, 54430249",84.9,59.0,85.7,6.0
pulley -,skoda,octavia,2005,2013,18,3,"54101072, 54270425, 55708357",59.150000000000006,59.0,59.5,6.0
"pulley - , e-(exterior)",vw,golf,2004,2009,18,3,"54652147, 54652331, 54656176",71.0,70.8,71.4,6.0
"sensor abs - , e-",vw,golf,1998,2006,18,3,"53894770, 53930516, 54345760",47.4,47.2,60.7,6.0
sensor ac inner temperature -,skoda,octavia,2005,2013,18,3,"54434486, 54434487, 54434613",18.9,18.9,19.0,6.0
sensor tire pressure -,toyota,corolla,2019,2027,18,3,"64781438, 64781440, 64781443",29.6,29.5,29.8,6.0
"side airbags - , e-(right)",vw,golf,2004,2009,18,3,"54053381, 54075917, 54387551",118.0,71.9,119.0,6.0
side airbags -(right),skoda,octavia,2005,2013,18,3,"54061739, 54061753, 54080780",83.0,82.6,95.2,6.0
side airbags -(right),skoda,octavia,2013,2020,18,3,"56982221, 62513344, 65114420",142.3,141.5,178.5,6.0
"starter diesel - , e-",vw,golf,2013,2020,18,3,"53413355, 53471669, 53940167",118.6,117.9,130.9,6.0
"starter gasoline - , e-",vw,golf,2009,2013,18,3,"59815058, 59815065, 60162113",142.0,141.5,142.8,6.0
