fold,MAE,RMSE,R2,median_AE,mean_price,median_price,mean_absolute_percentage_error,rows
1,36.80315540038654,81.77364000870371,0.984236808335657,10.240500000000225,292.60251382604326,102.3,21.244989711418878,1989
2,34.31040321136287,66.63221807478017,0.9853629490715248,13.232749999999939,259.17777777777775,94.4,30.423644564495877,1989
3,30.56183857460262,59.17867390531585,0.9903943571286348,12.927687499999774,276.9516096579477,112.5,24.406284038363843,1988
4,36.73196368718259,77.85956928314617,0.9836422580839067,13.141875000000084,260.63475855130787,124.3,25.115154672801477,1988
