model,fold,train_rows,validation_rows,train_groups,validation_groups,MAE,RMSE,R2,median_AE,target_mean,target_std,prediction_std,n_rows
linear_ridge,1,5965,1989,951,317,51.823632358928116,146.44889167512576,0.9494420245495218,16.08317327250171,292.60251382604326,651.315257520851,607.3334773635922,1989
linear_ridge,2,5965,1989,951,317,53.091555647555566,161.5202305563993,0.913991990910201,18.985400608945696,259.17777777777775,550.7537697837478,501.57570214900284,1989
linear_ridge,3,5966,1988,951,317,51.26818555296321,140.02107348792427,0.9462247072309258,16.394444244861226,276.9516096579477,603.8123772280486,619.1909539766375,1988
linear_ridge,4,5966,1988,951,317,58.394853738555504,163.77158200454141,0.9276270214579159,14.757591138312357,260.63475855130787,608.7659049224657,534.3042999495215,1988
