product_id,part_name,price,quality_grade,year,oem_number,engine_code,mileage,brand,model,category,subcategory,scrape_date
65399927,Pääsylinteri,500.0,A2,2019-2027,4705012A00ALKUPER,2ZRFXE,148000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
60058879,Pääsylinteri,500.0,A2,2019-2027,FI27837687O,2ZRFXE,119000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
66220344,Pääsylinteri,500.0,A2,2019-2027,FI05028803O,2ZRFXE,52000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
66424831,Pääsylinteri,500.0,A2,2019-2027,4705012A00ALKUPER,2ZRFXE,66000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
59746205,Pääsylinteri,60.0,A2,2002-2007,FI22893129O,,,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
59747247,Pääsylinteri,60.0,A2,2002-2007,FI22893129O,3ZZFE,308000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
54513878,Pääsylinteri,60.0,A2,2008-2012,FI11042417O,1ADFTV,376000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
54341930,Pääsylinteri,51.0,A2,2002-2007,FI06376738O,,130000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
54371340,Pääsylinteri,51.0,A2,1988-1992,FI06376738O,,170000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
54538992,Pääsylinteri,51.0,A2,1993-1997,FI30987993O,,,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
56051567,Pääsylinteri,51.0,A2,2002-2007,FI30987993O,,214000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
53723167,Pääsylinteri,50.0,A2,1993-1997,FI02154548O,,156000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
53392046,Pääsylinteri,50.0,A2,2013-2018,4720109710ALKUPER,1ZRFAE,49000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
53493625,Pääsylinteri,50.0,A2,2008-2012,0204Y24235ALKUPER,1ZRFE,128000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
60522307,Pääsylinteri,50.0,A2,2008-2012,4720109500ALKUPER,1NDTV,304000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
60971993,Pääsylinteri,50.0,A2,2008-2012,4720109500ALKUPER,1ZRFAE,250000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
61886689,Pääsylinteri,50.0,A2,2013-2018,4720109710ALKUPER,1ZRFAE,103000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
53604545,Pääsylinteri,50.0,A2,2008-2012,FI02042722O,1NRFE,95000,Toyota,Corolla,Jarrut,Pääsylinteri,2026-01-31
61070893,ABS Hydraulipumppu,450.0,A2,2019-2027,4707047090ALKUPER,2ZRFXE,50000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
63083764,ABS Hydraulipumppu,460.0,A2,2019-2027,4707047090ALKUPER,,53000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
