model_type,feature_variant,config_name,target_mode,feature_count,screen_validation_MAE,screen_validation_RMSE,cv_mean_MAE,cv_std_MAE,cv_mean_RMSE,cv_mean_R2,feature_names,config,best_iteration,validation_MAE,validation_RMSE,validation_R2
xgboost,trusted_recommended_features,refinement_search_009,raw,67,21.46850219329057,51.1366209398784,28.922805294045446,7.319825141581778,74.54816320898485,0.9818656905551626,"['part_name', 'quality_grade', 'oem_number', 'mileage', 'brand', 'model', 'category', 'subcategory', 'year_start', 'year_end', 'year_span', 'year_mid', 'repair_status', 'brand_is_known_model_family', 'model_total_registered', 'model_median_vehicle_age', 'model_mean_vehicle_age', 'model_median_mileage', 'model_mean_mileage', 'model_median_engine_cc', 'model_median_power_kw', 'model_median_mass_kg', 'model_share_of_market', 'model_share_within_brand', 'model_share_over_10y', 'model_share_over_200k_km', 'model_automatic_share', 'model_petrol_share', 'model_diesel_share', 'model_ev_share', 'model_hybrid_share', 'model_turbo_share', 'model_firstreg_total_2014_2026', 'model_firstreg_year_span', 'model_firstreg_peak_year', 'model_firstreg_peak_count', 'model_firstreg_recent_share', 'model_firstreg_old_share', 'model_firstreg_weighted_year', 'brand_total_registered', 'brand_median_vehicle_age', 'brand_mean_vehicle_age', 'brand_median_mileage', 'brand_mean_mileage', 'brand_median_engine_cc', 'brand_median_power_kw', 'brand_median_mass_kg', 'brand_share_of_market', 'brand_share_over_10y', 'brand_share_over_200k_km', 'brand_automatic_share', 'brand_petrol_share', 'brand_diesel_share', 'brand_ev_share', 'brand_hybrid_share', 'brand_turbo_share', 'brand_firstreg_total_2014_2026', 'brand_firstreg_year_span', 'brand_firstreg_peak_year', 'brand_firstreg_peak_count', 'brand_firstreg_recent_share', 'brand_firstreg_old_share', 'brand_firstreg_weighted_year', 'mileage_missing_flag', 'observations_so_far', 'days_since_first_seen_so_far', 'first_seen_day_offset']","{'target_mode': 'raw', 'model_params': {'objective': 'reg:squarederror', 'eval_metric': 'mae', 'n_estimators': 2194, 'learning_rate': 0.041918, 'max_depth': 6, 'min_child_weight': 8, 'gamma': 0.2, 'subsample': 0.732287, 'colsample_bytree': 0.929422, 'colsample_bylevel': 0.957583, 'reg_alpha': 0.075742, 'reg_lambda': 3.333614, 'max_bin': 512, 'max_cat_to_onehot': 6, 'max_cat_threshold': 96}}",1672,18.884486104582386,44.55462237468053,0.9938249298772418
