split,target_pct,average_rows,min_rows,max_rows,std_rows,average_pct,min_pct,max_pct,std_pct
train,70.0,7927.38,7906,7952,7.940755631550439,70.02367282042222,69.83482024556135,70.24114477519655,0.07014182167255929
validation,15.0,1696.21,1677,1709,5.816003782667271,14.982863704619731,14.813179047787298,15.095839590142212,0.051373586985842906
test,15.0,1697.41,1680,1733,8.497170117162536,14.993463474958043,14.839678473633072,15.3078349969084,0.07505670980622332
