model_type,selection_mode,feature_variant,config_name,target_mode,feature_count,best_iteration_mean,cv_mean_MAE,cv_std_MAE,cv_mean_RMSE,cv_std_RMSE,cv_mean_R2,cv_std_R2,cv_mean_median_AE,cv_std_median_AE,cv_folds
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features_without_date_offsets_without_oem_number,random_search_011,raw,65,2216.75,43.142155768698665,7.565595228026684,102.350581173404,37.65716274583967,0.9690315634572405,0.018863248265102668,17.265949249267578,1.5022782167699595,4
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features_without_date_offsets_without_oem_number,random_search_060,log,65,1472.75,43.34126099539544,7.945525007699456,134.29631484033501,43.90711509646053,0.9480770557823137,0.029088785638732826,13.97585312036675,1.821819725990344,4
xgboost,strict_part_identity_grouped_cv,trusted_extended_traficom_stack,random_search_053,raw,62,796.5,43.784174787580554,8.015087709419655,110.37975208211859,40.800761273383785,0.964037928577449,0.021468870675193798,17.219827270507814,1.4662750260067319,4
xgboost,strict_part_identity_grouped_cv,trusted_manual_all_features_usable_by_xgboost,random_search_015,raw,63,1260.0,43.8393223822649,5.799905649318943,95.51942589927359,26.02023059692108,0.9737725005078822,0.010987168020397755,20.117206192016596,1.4722122403957585,4
xgboost,strict_part_identity_grouped_cv,trusted_manual_all_features_usable_by_xgboost,random_search_053,raw,63,628.75,44.05120252870077,7.827993285885842,109.88436943674199,40.5842485300989,0.9643490835349701,0.021297598999762326,17.829835891723633,1.7631341210427576,4
xgboost,strict_part_identity_grouped_cv,trusted_registry_lifecycle_stack,random_search_053,raw,40,508.75,44.19535300521889,7.499874600975611,111.60059663884816,40.99349214015244,0.9632174088913252,0.02171648661077315,17.531417465209962,1.517775475191434,4
xgboost,strict_part_identity_grouped_cv,trusted_extended_traficom_stack,random_search_015,raw,62,1261.0,44.33916847316162,5.75829906769728,95.66177858004356,26.113184988397023,0.9737202707675905,0.011029792684382972,20.222583389282228,2.055528710565062,4
xgboost,strict_part_identity_grouped_cv,trusted_registry_lifecycle_stack_without_oem_number,raw_sqerror_reference,raw,39,1167.5,44.696563644752864,9.070289668914418,117.5128273936863,49.700509449201505,0.957772988599516,0.029084428408342362,18.642145919799805,0.40856360170088185,4
xgboost,strict_part_identity_grouped_cv,trusted_registry_lifecycle_stack_without_oem_number,random_search_060,log,39,1374.75,44.96828800771228,8.625439482437866,142.951849714268,50.01176561487894,0.940428219492218,0.03594821387698046,14.356095304677055,1.4388096399979766,4
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features_without_date_offsets,random_search_065,raw,66,1843.25,45.184128236454725,4.256561122437911,97.15740028397248,18.69605530247549,0.9737129944079659,0.007800764750558525,19.334153747558595,1.613491586296294,4
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features_without_date_offsets_without_oem_number,random_search_019,raw,65,1257.25,45.373543668163705,6.560651594292168,103.141708713319,31.237078891611354,0.9693033782789087,0.015325406110722662,18.118766403198237,0.726212734392231,4
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features_without_date_offsets_without_oem_number,random_search_029,raw,65,1528.25,45.386993886997246,7.245078488026003,102.86223559676552,34.482504199433684,0.9690609534439482,0.017240984541347988,19.63687438964844,0.3154242737057457,4
xgboost,strict_part_identity_grouped_cv,trusted_registry_lifecycle_stack_without_oem_number,random_search_029,raw,39,1528.5,45.45151167156277,8.506609673249445,107.82653783953529,42.33672314068995,0.9649232029923274,0.02306522222458389,19.7215087890625,1.2923740952016745,4
xgboost,strict_part_identity_grouped_cv,trusted_registry_lifecycle_stack_without_oem_number,random_search_019,raw,39,1091.25,45.56061732306635,6.9299288966862616,103.865624037694,30.61293941581373,0.9689174578185991,0.014883050858680148,18.36010208129883,0.54136939286003,4
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features,random_search_065,raw,67,1536.0,45.57975838749768,4.33736579958524,98.99491164596306,19.058099137991167,0.9727122638579944,0.008080014789867189,19.41121826171875,1.485242492200405,4
xgboost,strict_part_identity_grouped_cv,trusted_recommended_features,random_search_053,raw,67,446.5,45.66841744098609,7.72915114230163,120.00628278334553,42.94345557816216,0.9578551288069075,0.02549781779328091,18.098699951171874,1.4129170529694925,4
