model,fold,train_rows,validation_rows,train_groups,validation_groups,MAE,RMSE,R2,median_AE,target_mean,target_std,prediction_std,n_rows
xgboost,1,5965,1989,951,317,40.65853567607682,101.63153072925196,0.9758756816145462,13.326336669921872,295.0064856711915,654.3361901705309,651.4171707967528,1989
xgboost,2,5965,1989,951,317,39.56114852544709,83.55296070678789,0.9769425653370271,16.172894287109386,257.87063851181495,550.2453111258035,532.3293867987682,1989
xgboost,3,5966,1988,951,317,37.26895076053243,67.14010628187599,0.9875599696293704,16.628193664550764,274.4740442655936,601.9650876511421,611.0131810028876,1988
xgboost,4,5966,1988,951,317,40.046540109492405,88.10460701541308,0.9789832708371785,14.59506072998046,262.01493963782696,607.737527396807,566.8914256190354,1988
