feature_group,mean_abs_shap,mean_shap,feature_count,importance_share
part_taxonomy,2997.765315033315,2988.0396655983945,3,0.9228327033025402
vehicle_age_usage,123.42124600692605,74.67748962223413,5,0.037994022255966244
vehicle_identity,70.0296220964018,-38.03603577481633,2,0.021557933553500858
traficom_brand_context,26.06192198627518,10.264660868591093,24,0.008022907530233717
traficom_model_context,25.912837751288865,9.810540726149146,25,0.007977013408068025
part_condition,5.24759241525124,-1.7403764747786405,2,0.0016154199496908883
