feature_group,mean_abs_shap,mean_shap,feature_count,importance_share
part_taxonomy,279.98866408135143,264.1647998864105,3,0.588557289234205
vehicle_age_usage,136.79832961521356,120.89088717714581,5,0.2875604064695416
traficom_model_context,29.91524628306251,-11.390216135772192,25,0.06288410395792733
traficom_brand_context,24.920084756662607,-8.44668168112125,24,0.05238389768382363
vehicle_identity,2.604056317891959,-2.534274614015956,2,0.005473922783625215
part_condition,1.4939425283457497,0.7947618952884289,2,0.003140379870877181
