group,mean_shap
part_taxonomy,2988.0396655983945
vehicle_age_usage,74.67748962223413
traficom_brand_context,10.264660868591093
traficom_model_context,9.810540726149146
part_condition,-1.7403764747786405
vehicle_identity,-38.03603577481633
