feature_group,mean_abs_shap,mean_shap,feature_count,importance_share
part_taxonomy,300.1627973911997,8.967591642859706,3,0.8067432179154796
vehicle_age_usage,52.45289093400519,3.6373792940439413,5,0.14097687784378862
traficom_model_context,7.600870051176761,1.0233701657537952,25,0.020428748723486927
traficom_brand_context,6.580271123540233,0.950656639768529,24,0.01768569971728547
vehicle_identity,4.615777148167062,-1.6222821033239372,2,0.01240575761572445
part_condition,0.6547262100435498,-0.3504800074419337,2,0.0017596981842348243
