part_name,brand,model,year_start,year_end,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
tank transmitters -,toyota,corolla,1988,1992,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
airbag front sensor -(left front),toyota,corolla,2002,2007,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
battery box / fixing / holder -,skoda,octavia,2005,2013,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
signal horn -(front),skoda,octavia,2013,2020,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
sump -,toyota,corolla,2013,2018,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
wiper arm motor relay -,toyota,corolla,1998,2001,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
clutch cylinder slave -,toyota,corolla,2008,2012,6,32.6333,32.65,0.1106,0.0122,0.0034,32.5,32.8,0.3
"battery box / fixing / holder - , e-",vw,golf,2013,2020,17,35.5176,35.5,0.1097,0.012,0.0031,35.4,35.7,0.3
"ignition diesel relay - , e-",vw,golf,2009,2013,5,35.5,35.5,0.1095,0.012,0.0031,35.4,35.7,0.3
ignition diesel relay -,skoda,octavia,2005,2013,28,29.6143,29.6,0.1093,0.0119,0.0037,29.5,29.8,0.3
"signal horn - , e-",vw,golf,2009,2013,29,29.6172,29.6,0.1085,0.0118,0.0037,29.5,29.8,0.3
parkeringshjälp frontsensor -,toyota,corolla,2013,2018,10,47.38,47.4,0.1077,0.0116,0.0023,47.2,47.6,0.4
"sensor steering - , e-",vw,golf,2004,2009,30,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"airbag front sensor - , e-(right front)",vw,golf,2013,2020,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"belt tensioner for fan belt - , e-",vw,golf,2004,2009,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
carbon canister -,skoda,octavia,1996,2011,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"carbon canister - , e-",vw,golf,1992,1999,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"central lock control unit - , e-",vw,golf,1998,2006,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"ignition diesel relay - , e-",vw,golf,1992,1999,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"load air pressure transmitters - , e-",vw,golf,2004,2009,6,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"load air pressure transmitters - , e-",vw,golf,2009,2013,6,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"other transmitters - , e-",vw,golf,1998,2006,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
rubber bellow / tube -,skoda,octavia,2005,2013,6,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"rubber bellow / tube - , e-",vw,golf,2004,2009,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"rubber bellow / tube - , e-",vw,golf,2009,2013,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"carbon canister - , e-",vw,golf,2009,2013,24,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
alternator bracket / accessories -,skoda,octavia,1996,2011,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"battery box / fixing / holder - , e-",vw,golf,2009,2013,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
load air pressure transmitters -,skoda,octavia,2013,2020,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"load air pressure transmitters - , e-",vw,golf,2013,2020,18,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
tank transmitters -,skoda,octavia,1996,2011,12,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
carbon canister -,toyota,corolla,1993,1997,12,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
"oil filter holder - , e-",vw,golf,2004,2009,6,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
sensor tire pressure -,toyota,corolla,2019,2027,18,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
trailing link rear -(left exterior rear),skoda,octavia,2005,2013,4,70.9,70.9,0.1,0.01,0.0014,70.8,71.0,0.2
fuel pump electric-,toyota,corolla,1993,1997,2,100.7,100.7,0.1,0.01,0.001,100.6,100.8,0.2
trailing link rear-(left exterior rear),skoda,octavia,2005,2013,2,71.3,71.3,0.1,0.01,0.0014,71.2,71.4,0.2
trailing link rear-(left),toyota,corolla,2019,2027,2,70.9,70.9,0.1,0.01,0.0014,70.8,71.0,0.2
hub rear-(rear),toyota,corolla,2002,2007,3,94.7667,94.7,0.0943,0.0089,0.001,94.7,94.9,0.2
mapp sensor -,toyota,corolla,1988,1992,3,59.3667,59.3,0.0943,0.0089,0.0016,59.3,59.5,0.2
trailing link rear -(right upper),skoda,octavia,2005,2013,12,26.0333,26.0,0.0943,0.0089,0.0036,25.9,26.2,0.3
wiper arm motor relay -,toyota,corolla,2008,2012,5,31.98,32.0,0.0748,0.0056,0.0023,31.9,32.1,0.2
"sensor ac inner temperature - , e-",vw,golf,2004,2009,11,23.6818,23.7,0.0716,0.0051,0.003,23.6,23.8,0.2
strut bearing rear -(rear),toyota,corolla,1988,1992,30,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
other relay -,skoda,octavia,1996,2011,12,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
sensor ac inner temperature -,skoda,octavia,2013,2020,12,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
belt tensioner for fan belt -,skoda,octavia,1996,2011,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"brake disc - , e-(front)",vw,golf,1992,1999,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
cam belt / transmission cap -,skoda,octavia,2005,2013,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"dipstick - , e-",vw,golf,1992,1999,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"dipstick - , e-",vw,golf,2004,2009,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"other airbags - , e-",vw,golf,1992,1999,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
other relay -,skoda,octavia,2013,2020,6,24.8833,24.9,0.0687,0.0047,0.0028,24.8,25.0,0.2
"sensor ac inner temperature - , e-",vw,golf,1992,1999,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"sensor ac inner temperature - , e-",vw,golf,2009,2013,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"sensor ac inner temperature - , e-(front centre)",vw,golf,2004,2009,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"stolsvärme styrenhet/relä - , e-(left front)",vw,golf,2009,2013,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
strut bearing rear -(left rear),toyota,corolla,1998,2001,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
air-flow sensor -,toyota,corolla,2002,2007,32,23.6844,23.7,0.0667,0.0044,0.0028,23.6,23.8,0.2
sump -,toyota,corolla,1983,1987,5,23.7,23.7,0.0632,0.004,0.0027,23.6,23.8,0.2
cam belt / transmission cap -,skoda,octavia,2013,2020,24,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"ignition module - , e-",vw,golf,1984,1991,12,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
clutch cylinder main -,skoda,octavia,2005,2013,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"dipstick - , e-",vw,golf,2009,2013,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"fuel tank lid - , e-",vw,golf,1992,1999,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"fuel tank lid - , e-",vw,golf,2009,2013,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
ignition diesel relay-,skoda,octavia,2005,2013,2,29.65,29.65,0.05,0.0025,0.0017,29.6,29.7,0.1
"fuel tank lid - , e-",vw,golf,1998,2006,17,17.7471,17.7,0.0499,0.0025,0.0028,17.7,17.8,0.1
brake disc -(rear),skoda,octavia,2005,2013,11,11.8545,11.9,0.0498,0.0025,0.0042,11.8,11.9,0.1
sensor ac inner temperature -,skoda,octavia,2005,2013,18,18.9333,18.9,0.0471,0.0022,0.0025,18.9,19.0,0.1
other relay -,skoda,octavia,2005,2013,12,17.7667,17.8,0.0471,0.0022,0.0027,17.7,17.8,0.1
other sensor-,skoda,octavia,2013,2020,3,35.4667,35.5,0.0471,0.0022,0.0013,35.4,35.5,0.1
"brake shield - , e-(rear)",vw,golf,1998,2006,6,11.8333,11.8,0.0471,0.0022,0.004,11.8,11.9,0.1
"cam belt / transmission cap - , e-",vw,golf,1998,2006,6,11.8333,11.8,0.0471,0.0022,0.004,11.8,11.9,0.1
rear sensor -(exterior),toyota,corolla,2019,2027,3,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
"airbag front sensor - , e-(left)",vw,golf,2004,2009,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
"airbag front sensor - , e-(right)",vw,golf,2004,2009,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
suspension -(rear),toyota,corolla,2008,2012,8,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
rear sensor -(centre),toyota,corolla,2019,2027,4,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
starter gasoline -,toyota,corolla,2013,2018,4,94.7,94.7,0.0,0.0,0.0,94.7,94.7,0.0
mass air-flow sensor -,toyota,corolla,2008,2012,3,71.0,71.0,0.0,0.0,0.0,71.0,71.0,0.0
sensor abs -,toyota,corolla,1993,1997,3,41.4,41.4,0.0,0.0,0.0,41.4,41.4,0.0
bensin/dieselvärmare styrenhet-,skoda,octavia,2013,2020,2,94.4,94.4,0.0,0.0,0.0,94.4,94.4,0.0
brake disc-(front),skoda,octavia,2005,2013,2,11.8,11.8,0.0,0.0,0.0,11.8,11.8,0.0
coil -,toyota,corolla,1998,2001,2,47.4,47.4,0.0,0.0,0.0,47.4,47.4,0.0
coil -,toyota,corolla,2019,2027,2,47.4,47.4,0.0,0.0,0.0,47.4,47.4,0.0
"dörr styrenhet- , e-(right)",vw,golf,2013,2020,2,106.8,106.8,0.0,0.0,0.0,106.8,106.8,0.0
other relay -,toyota,corolla,1998,2001,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
rear axle beam-,toyota,corolla,2019,2027,2,415.2,415.2,0.0,0.0,0.0,415.2,415.2,0.0
starter diesel-,toyota,corolla,2008,2012,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
steering wheel airbag -,toyota,corolla,2008,2012,2,260.5,260.5,0.0,0.0,0.0,260.5,260.5,0.0
suspension -(rear),toyota,corolla,2013,2018,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
trailing link rear -(left),toyota,corolla,1993,1997,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
trailing link rear -(right),toyota,corolla,1993,1997,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
abs hydraulic pump -,toyota,corolla,1998,2001,1,236.8,236.8,,,,236.8,236.8,0.0
abs hydraulic pump-,skoda,octavia,2013,2020,1,471.8,471.8,,,,471.8,471.8,0.0
abs hydraulic pump-,toyota,corolla,2019,2027,1,530.9,530.9,,,,530.9,530.9,0.0
actuator loom -(left rear),toyota,corolla,2008,2012,1,59.2,59.2,,,,59.2,59.2,0.0
actuator loom -(left),toyota,corolla,2019,2027,1,56.2,56.2,,,,56.2,56.2,0.0
actuator loom -(right front),toyota,corolla,2002,2007,1,60.4,60.4,,,,60.4,60.4,0.0
actuator loom -(right rear),toyota,corolla,2002,2007,1,60.4,60.4,,,,60.4,60.4,0.0
air purifier -,toyota,corolla,1998,2001,1,63.9,63.9,,,,63.9,63.9,0.0
air purifier-,toyota,corolla,1993,1997,1,77.9,77.9,,,,77.9,77.9,0.0
air purifier-,toyota,corolla,2002,2007,1,71.0,71.0,,,,71.0,71.0,0.0
air purifier-,toyota,corolla,2008,2012,1,71.0,71.0,,,,71.0,71.0,0.0
air purifier-,toyota,corolla,2019,2027,1,94.4,94.4,,,,94.4,94.4,0.0
airbag control unit-,toyota,corolla,2008,2012,1,201.3,201.3,,,,201.3,201.3,0.0
airbag control unit-,toyota,corolla,2019,2027,1,337.8,337.8,,,,337.8,337.8,0.0
airbag front sensor -(left front),toyota,corolla,2008,2012,1,47.4,47.4,,,,47.4,47.4,0.0
airbag front sensor-(right front),toyota,corolla,2002,2007,1,47.2,47.2,,,,47.2,47.2,0.0
aktivt kollisionsskydd sensor-(left),skoda,octavia,2013,2020,1,224.1,224.1,,,,224.1,224.1,0.0
"alternator bracket / accessories- , e-",vw,golf,1998,2006,1,35.5,35.5,,,,35.5,35.5,0.0
alternator-,toyota,corolla,2008,2012,1,142.1,142.1,,,,142.1,142.1,0.0
alternator-,toyota,corolla,2013,2018,1,142.1,142.1,,,,142.1,142.1,0.0
automatic gear -,toyota,corolla,2013,2018,1,2960.0,2960.0,,,,2960.0,2960.0,0.0
"avgas temperaturgivare- , e-",vw,golf,2013,2020,1,47.4,47.4,,,,47.4,47.4,0.0
"battery box / fixing / holder- , e-",vw,golf,2013,2020,1,35.5,35.5,,,,35.5,35.5,0.0
belt tensioner for fan belt-,skoda,octavia,2005,2013,1,23.8,23.8,,,,23.8,23.8,0.0
"brake caliper- , e-(right front)",vw,golf,2013,2020,1,147.5,147.5,,,,147.5,147.5,0.0
"brake caliper- , e-(right rear)",vw,golf,2013,2020,1,180.5,180.5,,,,180.5,180.5,0.0
brake disc-(front),toyota,corolla,1998,2001,1,11.8,11.8,,,,11.8,11.8,0.0
brake disc-(rear),skoda,octavia,2005,2013,1,11.8,11.8,,,,11.8,11.8,0.0
brake servo -,toyota,corolla,1998,2001,1,118.4,118.4,,,,118.4,118.4,0.0
"brake servo - , e-",vw,golf,2009,2013,1,179.9,179.9,,,,179.9,179.9,0.0
brake servo-,skoda,octavia,2013,2020,1,177.6,177.6,,,,177.6,177.6,0.0
"bränslepump styrenhet- , e-",vw,golf,2009,2013,1,55.1,55.1,,,,55.1,55.1,0.0
caliper bracket -(right front),toyota,corolla,2008,2012,1,20.2,20.2,,,,20.2,20.2,0.0
caliper bracket-,toyota,corolla,2019,2027,1,67.3,67.3,,,,67.3,67.3,0.0
"caliper bracket- , e-",vw,golf,1998,2006,1,47.2,47.2,,,,47.2,47.2,0.0
"caliper bracket- , e-(left front)",vw,golf,2013,2020,1,50.4,50.4,,,,50.4,50.4,0.0
caliper bracket-(left front),skoda,octavia,2005,2013,1,59.3,59.3,,,,59.3,59.3,0.0
caliper bracket-(right front),skoda,octavia,2005,2013,1,59.3,59.3,,,,59.3,59.3,0.0
central lock control unit -,toyota,corolla,2008,2012,1,33.7,33.7,,,,33.7,33.7,0.0
clutch cylinder main -,toyota,corolla,1983,1987,1,35.5,35.5,,,,35.5,35.5,0.0
clutch cylinder main -,toyota,corolla,2008,2012,1,27.0,27.0,,,,27.0,27.0,0.0
clutch cylinder main-,toyota,corolla,2002,2007,1,41.6,41.6,,,,41.6,41.6,0.0
clutch cylinder slave -,toyota,corolla,2002,2007,1,29.6,29.6,,,,29.6,29.6,0.0
clutch cylinder slave-,toyota,corolla,1993,1997,1,29.5,29.5,,,,29.5,29.5,0.0
coil-,toyota,corolla,2002,2007,1,53.1,53.1,,,,53.1,53.1,0.0
control unit xenon -,skoda,octavia,2020,2027,1,168.9,168.9,,,,168.9,168.9,0.0
control unit xenon -,toyota,corolla,2008,2012,1,63.9,63.9,,,,63.9,63.9,0.0
curtain airbags -(left),toyota,corolla,2013,2018,1,236.8,236.8,,,,236.8,236.8,0.0
curtain airbags -(right),toyota,corolla,2013,2018,1,236.8,236.8,,,,236.8,236.8,0.0
curtain airbags-(left),toyota,corolla,2019,2027,1,260.5,260.5,,,,260.5,260.5,0.0
deliverer-,toyota,corolla,1998,2001,1,84.1,84.1,,,,84.1,84.1,0.0
deliverer-,toyota,corolla,2002,2007,1,142.3,142.3,,,,142.3,142.3,0.0
diesel injection pump-,skoda,octavia,1996,2011,1,178.5,178.5,,,,178.5,178.5,0.0
diesel tank-,skoda,octavia,2013,2020,1,236.8,236.8,,,,236.8,236.8,0.0
distributors -,toyota,corolla,1983,1987,1,71.0,71.0,,,,71.0,71.0,0.0
"drive shaft- , e-(left rear)",vw,golf,2004,2009,1,160.7,160.7,,,,160.7,160.7,0.0
"drive shaft- , e-(left rear)",vw,golf,2009,2013,1,160.7,160.7,,,,160.7,160.7,0.0
"drive shaft- , e-(right rear)",vw,golf,2013,2020,1,309.4,309.4,,,,309.4,309.4,0.0
drive shaft-(left front),skoda,octavia,2013,2020,1,259.5,259.5,,,,259.5,259.5,0.0
drive shaft-(left front),toyota,corolla,2013,2018,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft-(left front),toyota,corolla,2019,2027,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft-(right front),skoda,octavia,2020,2027,1,294.9,294.9,,,,294.9,294.9,0.0
drive shaft-(right front),toyota,corolla,2002,2007,1,236.8,236.8,,,,236.8,236.8,0.0
drive shaft-(right front),toyota,corolla,2008,2012,1,294.9,294.9,,,,294.9,294.9,0.0
drive shaft-(right front),toyota,corolla,2013,2018,1,177.6,177.6,,,,177.6,177.6,0.0
"dörr styrenhet- , e-(left)",vw,golf,2013,2020,1,106.6,106.6,,,,106.6,106.6,0.0
engine block-,skoda,octavia,2005,2013,1,89.0,89.0,,,,89.0,89.0,0.0
engine casing -,toyota,corolla,1998,2001,1,53.3,53.3,,,,53.3,53.3,0.0
engine casing-,toyota,corolla,2008,2012,1,47.4,47.4,,,,47.4,47.4,0.0
"engine casing- , e-",vw,golf,2009,2013,1,70.8,70.8,,,,70.8,70.8,0.0
"engine diesel- , e-",vw,golf,2013,2020,1,3499.3,3499.3,,,,3499.3,3499.3,0.0
engine gasoline-,skoda,octavia,2020,2027,1,4601.2,4601.2,,,,4601.2,4601.2,0.0
engine gasoline-,toyota,corolla,2019,2027,1,3657.4,3657.4,,,,3657.4,3657.4,0.0
fuel filter / holder -,toyota,corolla,1998,2001,1,17.8,17.8,,,,17.8,17.8,0.0
fuel filter / holder-,toyota,corolla,2008,2012,1,35.5,35.5,,,,35.5,35.5,0.0
fuel pump electric-,skoda,octavia,2005,2013,1,141.5,141.5,,,,141.5,141.5,0.0
"fuel tank injection- , e-",vw,golf,1998,2006,1,102.3,102.3,,,,102.3,102.3,0.0
"fuel tank injection- , e-",vw,golf,2004,2009,1,89.3,89.3,,,,89.3,89.3,0.0
"fuel tank lid- , e-",vw,golf,1998,2006,1,17.8,17.8,,,,17.8,17.8,0.0
fuse box / electricity central -,toyota,corolla,1998,2001,1,72.2,72.2,,,,72.2,72.2,0.0
fuse box / electricity central-,toyota,corolla,2002,2007,1,94.7,94.7,,,,94.7,94.7,0.0
gear box 6 speed -(front),toyota,corolla,2008,2012,1,899.8,899.8,,,,899.8,899.8,0.0
gear box 6 speed-,skoda,octavia,2013,2020,1,2358.8,2358.8,,,,2358.8,2358.8,0.0
gear box bracket -,toyota,corolla,2019,2027,1,35.5,35.5,,,,35.5,35.5,0.0
gear box bracket-,toyota,corolla,1998,2001,1,47.6,47.6,,,,47.6,47.6,0.0
"gear box bracket- , e-",vw,golf,2004,2009,1,53.1,53.1,,,,53.1,53.1,0.0
gear distributor box-,skoda,octavia,2013,2020,1,949.0,949.0,,,,949.0,949.0,0.0
gear lever-,toyota,corolla,2002,2007,1,178.5,178.5,,,,178.5,178.5,0.0
gear lever-,toyota,corolla,2019,2027,1,176.9,176.9,,,,176.9,176.9,0.0
"gear lever- , e-",vw,golf,2009,2013,1,176.9,176.9,,,,176.9,176.9,0.0
"gear lever- , e-",vw,golf,2013,2020,1,176.9,176.9,,,,176.9,176.9,0.0
hand brake lever-,skoda,octavia,1996,2011,1,59.2,59.2,,,,59.2,59.2,0.0
hand brake lever-,skoda,octavia,2005,2013,1,59.0,59.0,,,,59.0,59.0,0.0
hand brake lever-,toyota,corolla,2008,2012,1,47.2,47.2,,,,47.2,47.2,0.0
hub rear -(left rear),toyota,corolla,1998,2001,1,71.0,71.0,,,,71.0,71.0,0.0
hub rear -(left rear),toyota,corolla,2002,2007,1,82.9,82.9,,,,82.9,82.9,0.0
hub rear -(rear),toyota,corolla,2008,2012,1,71.0,71.0,,,,71.0,71.0,0.0
hub rear -(right rear),toyota,corolla,1998,2001,1,71.0,71.0,,,,71.0,71.0,0.0
hub rear -(right rear),toyota,corolla,2002,2007,1,112.5,112.5,,,,112.5,112.5,0.0
hub rear-(left rear),toyota,corolla,1993,1997,1,101.1,101.1,,,,101.1,101.1,0.0
"ignition diesel relay- , e-",vw,golf,2004,2009,1,5.9,5.9,,,,5.9,5.9,0.0
"ignition diesel relay- , e-",vw,golf,2009,2013,1,35.6,35.6,,,,35.6,35.6,0.0
injection control unit -,toyota,corolla,1998,2001,1,355.2,355.2,,,,355.2,355.2,0.0
injection control unit -(interior front),toyota,corolla,2002,2007,1,362.3,362.3,,,,362.3,362.3,0.0
injection control unit-,skoda,octavia,2020,2027,1,471.9,471.9,,,,471.9,471.9,0.0
injection control unit-,toyota,corolla,2019,2027,1,535.5,535.5,,,,535.5,535.5,0.0
insp.pump diesel control unit-,skoda,octavia,2005,2013,1,353.9,353.9,,,,353.9,353.9,0.0
"inter axle compl.- , e-",vw,golf,2013,2020,1,471.8,471.8,,,,471.8,471.8,0.0
inverter 12 -> 220 v-(interior rear),skoda,octavia,2013,2020,1,141.5,141.5,,,,141.5,141.5,0.0
kamera utvändig -,toyota,corolla,2013,2018,1,532.8,532.8,,,,532.8,532.8,0.0
kamera utvändig -(rear),toyota,corolla,2019,2027,1,307.8,307.8,,,,307.8,307.8,0.0
kamera utvändig-,skoda,octavia,2013,2020,1,296.5,296.5,,,,296.5,296.5,0.0
knee -(left front),toyota,corolla,2008,2012,1,67.4,67.4,,,,67.4,67.4,0.0
ljusinställning lägesgivare -(front),skoda,octavia,2005,2013,1,83.0,83.0,,,,83.0,83.0,0.0
main cylinder -,toyota,corolla,1993,1997,1,59.2,59.2,,,,59.2,59.2,0.0
main cylinder -,toyota,corolla,2008,2012,1,71.0,71.0,,,,71.0,71.0,0.0
main cylinder -,toyota,corolla,2013,2018,1,59.2,59.2,,,,59.2,59.2,0.0
main cylinder-,skoda,octavia,2013,2020,1,83.0,83.0,,,,83.0,83.0,0.0
main cylinder-,toyota,corolla,1988,1992,1,60.4,60.4,,,,60.4,60.4,0.0
main cylinder-,toyota,corolla,1993,1997,1,60.4,60.4,,,,60.4,60.4,0.0
"main cylinder- , e-",vw,golf,2004,2009,1,72.2,72.2,,,,72.2,72.2,0.0
mass air-flow sensor -,toyota,corolla,1998,2001,1,77.0,77.0,,,,77.0,77.0,0.0
mass air-flow sensor-,toyota,corolla,2002,2007,1,71.0,71.0,,,,71.0,71.0,0.0
motor bracket -,toyota,corolla,1998,2001,1,47.4,47.4,,,,47.4,47.4,0.0
motor bracket -(left front),toyota,corolla,2002,2007,1,35.5,35.5,,,,35.5,35.5,0.0
motor bracket -(rear),toyota,corolla,2002,2007,1,35.5,35.5,,,,35.5,35.5,0.0
motor bracket -(right front),toyota,corolla,1998,2001,1,47.4,47.4,,,,47.4,47.4,0.0
motor bracket-,skoda,octavia,2013,2020,1,59.5,59.5,,,,59.5,59.5,0.0
motor bracket-,toyota,corolla,2002,2007,1,47.4,47.4,,,,47.4,47.4,0.0
motor cushion-,toyota,corolla,2002,2007,1,23.6,23.6,,,,23.6,23.6,0.0
other control unit-,skoda,octavia,2013,2020,1,237.1,237.1,,,,237.1,237.1,0.0
other control unit-,skoda,octavia,2020,2027,1,237.2,237.2,,,,237.2,237.2,0.0
"other control unit- , e-",vw,golf,2020,2027,1,309.4,309.4,,,,309.4,309.4,0.0
other relay -,toyota,corolla,1993,1997,1,35.5,35.5,,,,35.5,35.5,0.0
other relay -,toyota,corolla,2008,2012,1,35.5,35.5,,,,35.5,35.5,0.0
other relay-,toyota,corolla,2002,2007,1,41.6,41.6,,,,41.6,41.6,0.0
"parkeringshjälp frontsensor- , e-",vw,golf,2013,2020,1,59.5,59.5,,,,59.5,59.5,0.0
parking control unit-,skoda,octavia,2013,2020,1,94.9,94.9,,,,94.9,94.9,0.0
passenger airbag-,skoda,octavia,2013,2020,1,486.1,486.1,,,,486.1,486.1,0.0
passenger airbag-,toyota,corolla,2002,2007,1,296.5,296.5,,,,296.5,296.5,0.0
passenger airbag-,toyota,corolla,2019,2027,1,296.5,296.5,,,,296.5,296.5,0.0
piston / rod-,skoda,octavia,2005,2013,1,41.6,41.6,,,,41.6,41.6,0.0
pulley -,toyota,corolla,1983,1987,1,11.8,11.8,,,,11.8,11.8,0.0
rain sensor-,skoda,octavia,2005,2013,1,94.7,94.7,,,,94.7,94.7,0.0
rear axle beam -,toyota,corolla,1988,1992,1,80.5,80.5,,,,80.5,80.5,0.0
"rear axle beam- , e-",vw,golf,2004,2009,1,353.8,353.8,,,,353.8,353.8,0.0
rear axle-,skoda,octavia,2013,2020,1,414.4,414.4,,,,414.4,414.4,0.0
rear gear / diff.-,skoda,octavia,2005,2013,1,1065.6,1065.6,,,,1065.6,1065.6,0.0
rear gear / diff.-,skoda,octavia,2013,2020,1,1179.4,1179.4,,,,1179.4,1179.4,0.0
rear sensor -(rear),skoda,octavia,2005,2013,1,88.9,88.9,,,,88.9,88.9,0.0
rear sensor-,skoda,octavia,2020,2027,1,59.5,59.5,,,,59.5,59.5,0.0
rear sensor-(interior),toyota,corolla,2019,2027,1,59.2,59.2,,,,59.2,59.2,0.0
rear sensor-(rear),skoda,octavia,2013,2020,1,71.4,71.4,,,,71.4,71.4,0.0
"sensor ac inner temperature- , e-",vw,golf,2004,2009,1,23.7,23.7,,,,23.7,23.7,0.0
"shock absorbers rear- , e-(rear)",vw,golf,2004,2009,1,59.2,59.2,,,,59.2,59.2,0.0
shock absorbers rear-(rear),toyota,corolla,2019,2027,1,61.7,61.7,,,,61.7,61.7,0.0
"signal horn- , e-",vw,golf,2009,2013,1,29.6,29.6,,,,29.6,29.6,0.0
starter diesel -,toyota,corolla,1982,1987,1,71.0,71.0,,,,71.0,71.0,0.0
starter diesel-,toyota,corolla,2002,2007,1,70.8,70.8,,,,70.8,70.8,0.0
starter gasoline-,skoda,octavia,2013,2020,1,134.8,134.8,,,,134.8,134.8,0.0
"starter gasoline- , e-",vw,golf,2020,2027,1,148.0,148.0,,,,148.0,148.0,0.0
steering wheel airbag -,toyota,corolla,1993,1997,1,272.3,272.3,,,,272.3,272.3,0.0
steering wheel airbag-,toyota,corolla,2019,2027,1,296.0,296.0,,,,296.0,296.0,0.0
strut rear -(left rear),toyota,corolla,1988,1992,1,35.5,35.5,,,,35.5,35.5,0.0
strut rear -(right rear),toyota,corolla,1998,2001,1,47.4,47.4,,,,47.4,47.4,0.0
strut rear -(right),toyota,corolla,1983,1987,1,29.6,29.6,,,,29.6,29.6,0.0
strut rear-(left),toyota,corolla,1993,1997,1,53.1,53.1,,,,53.1,53.1,0.0
sump-,skoda,octavia,2005,2013,1,107.1,107.1,,,,107.1,107.1,0.0
sump-,skoda,octavia,2013,2020,1,107.1,107.1,,,,107.1,107.1,0.0
