part_name,brand,model,year_start,year_end,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
"starter diesel - , e-",vw,golf,2004,2009,6,118.3667,118.35,0.3682,0.1356,0.0031,117.9,119.0,1.1
"starter diesel - , e-",vw,golf,2009,2013,6,118.3667,118.35,0.3682,0.1356,0.0031,117.9,119.0,1.1
shock absorbers rear -(rear),toyota,corolla,2002,2007,28,60.3143,60.4,0.3603,0.1298,0.006,59.2,60.7,1.5
"dörr styrenhet - , e-(left)",vw,golf,2013,2020,17,106.5294,106.4,0.3544,0.1256,0.0033,106.1,107.1,1.0
"dörr styrenhet - , e-(right)",vw,golf,2013,2020,10,106.48,106.4,0.3544,0.1256,0.0033,106.1,107.1,1.0
"actuator loom - , e-",vw,golf,2013,2020,12,106.5333,106.5,0.3448,0.1189,0.0032,106.1,107.1,1.0
fuel pump electric -,toyota,corolla,1998,2001,12,106.5833,106.65,0.3436,0.1181,0.0032,106.1,107.1,1.0
actuator loom -(left front),skoda,octavia,2013,2020,6,106.5833,106.65,0.3436,0.1181,0.0032,106.1,107.1,1.0
fuel injection pump -,toyota,corolla,1998,2001,7,118.4,118.4,0.3423,0.1171,0.0029,117.9,119.0,1.1
"drive shaft - , e-(left rear)",vw,golf,2004,2009,5,159.62,159.7,0.3311,0.1096,0.0021,159.2,160.1,0.9
fuse box / electricity central -(front),skoda,octavia,2005,2013,6,101.2667,101.35,0.3197,0.1022,0.0032,100.8,101.7,0.9
"sump - , e-",vw,golf,2013,2020,6,98.2667,98.25,0.3197,0.1022,0.0033,97.9,98.8,0.9
fuse box / electricity central -,toyota,corolla,1993,1997,6,100.6333,100.7,0.3091,0.0956,0.0031,100.2,101.1,0.9
hub rear -(right rear),toyota,corolla,1993,1997,6,100.6333,100.7,0.3091,0.0956,0.0031,100.2,101.1,0.9
parking control unit -,skoda,octavia,2005,2013,6,100.6333,100.7,0.3091,0.0956,0.0031,100.2,101.1,0.9
förpump diesel -,skoda,octavia,1996,2011,6,95.8833,95.85,0.3023,0.0914,0.0032,95.5,96.4,0.9
actuator loom -(right front),skoda,octavia,2005,2013,6,95.9167,95.95,0.3023,0.0914,0.0032,95.5,96.4,0.9
"actuator loom - , e-(left rear)",vw,golf,2009,2013,6,100.5833,100.55,0.3023,0.0914,0.003,100.2,101.1,0.9
rain sensor -,skoda,octavia,2005,2013,11,94.7,94.6,0.2954,0.0873,0.0031,94.4,95.2,0.8
"trailing link rear - , e-(right)",vw,golf,2020,2027,11,94.7,94.6,0.2954,0.0873,0.0031,94.4,95.2,0.8
starter gasoline -,toyota,corolla,2002,2007,11,94.7273,94.7,0.2926,0.0856,0.0031,94.4,95.2,0.8
"actuator loom - , e-",vw,golf,2009,2013,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"air purifier - , e-",vw,golf,2004,2009,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
bränslepump styrenhet -,skoda,octavia,2013,2020,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
central lock control unit -,skoda,octavia,1996,2011,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -,skoda,octavia,2013,2020,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -(left front),skoda,octavia,2013,2020,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -(left front),skoda,octavia,2020,2027,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -(right front),skoda,octavia,2013,2020,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
dörr styrenhet -(right front),skoda,octavia,2020,2027,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"rear sensor - , e-",vw,golf,2009,2013,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"sensor acceleration - , e-",vw,golf,2004,2009,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"side airbags - , e-(right)",vw,golf,2013,2020,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"trailing link rear - , e-(either side)",vw,golf,2009,2013,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"trailing link rear - , e-(right)",vw,golf,2013,2020,6,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"air purifier - , e-",vw,golf,2013,2020,24,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
bränslepump styrenhet -,skoda,octavia,2020,2027,12,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
"trailing link rear - , e-(left)",vw,golf,2020,2027,12,94.7,94.65,0.2828,0.08,0.003,94.4,95.2,0.8
control unit xenon -(left),toyota,corolla,2019,2027,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
control unit xenon -(right),toyota,corolla,2019,2027,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
fuel tank injection -,toyota,corolla,1998,2001,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
fuse box / electricity central -(interior front),skoda,octavia,2013,2020,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
starter diesel -,toyota,corolla,1993,1997,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
starter diesel -,toyota,corolla,1998,2001,6,94.7333,94.75,0.2809,0.0789,0.003,94.4,95.2,0.8
bensin/dieselvärmare styrenhet -,skoda,octavia,2013,2020,22,94.7273,94.7,0.2799,0.0783,0.003,94.4,95.2,0.8
fuel tank injection -,skoda,octavia,1996,2011,12,89.5,89.5,0.2769,0.0767,0.0031,89.2,90.0,0.8
air purifier -,toyota,corolla,2019,2027,11,94.7636,94.8,0.2739,0.075,0.0029,94.4,95.2,0.8
"fuel distributor - , e-",vw,golf,2013,2020,5,94.76,94.7,0.2728,0.0744,0.0029,94.4,95.2,0.8
rain sensor -,skoda,octavia,2013,2020,16,94.6688,94.6,0.2709,0.0734,0.0029,94.4,95.2,0.8
distributors vacuum regulator -,toyota,corolla,1998,2001,8,100.625,100.6,0.2681,0.0719,0.0027,100.2,101.1,0.9
fuel pump electric -,toyota,corolla,2002,2007,8,100.625,100.6,0.2681,0.0719,0.0027,100.2,101.1,0.9
distributors vacuum regulator -,toyota,corolla,1993,1997,32,100.625,100.6,0.2681,0.0719,0.0027,100.2,101.1,0.9
"main cylinder - , e-",vw,golf,2004,2009,5,72.2,72.1,0.2608,0.068,0.0036,71.9,72.6,0.7
trailing link rear -(right rear lower),skoda,octavia,2005,2013,5,82.84,82.8,0.2577,0.0664,0.0031,82.6,83.3,0.7
rain sensor-,skoda,octavia,2013,2020,2,94.95,94.95,0.25,0.0625,0.0026,94.7,95.2,0.5
hub rear -(left rear),toyota,corolla,1993,1997,5,100.54,100.6,0.2498,0.0624,0.0025,100.2,100.8,0.6
fuel pump electric -,toyota,corolla,1993,1997,18,100.6111,100.6,0.2492,0.0621,0.0025,100.2,101.1,0.9
ljusinställning lägesgivare -,skoda,octavia,2013,2020,6,82.9,82.95,0.2449,0.06,0.003,82.6,83.3,0.7
main cylinder -(front),skoda,octavia,2013,2020,6,82.9,82.95,0.2449,0.06,0.003,82.6,83.3,0.7
side airbags -(left),skoda,octavia,2005,2013,6,82.9,82.95,0.2449,0.06,0.003,82.6,83.3,0.7
"main cylinder - , e-",vw,golf,2009,2013,12,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"main cylinder - , e-",vw,golf,2013,2020,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"mass air-flow sensor - , e-",vw,golf,1998,2006,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"mass air-flow sensor - , e-",vw,golf,2013,2020,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"rain sensor - , e-",vw,golf,2013,2020,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"rain sensor - , e-(interior front)",vw,golf,2013,2020,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-",vw,golf,1998,2006,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-",vw,golf,2004,2009,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-(left front)",vw,golf,2004,2009,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-(left front)",vw,golf,2009,2013,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"seat assembled - , e-(right front)",vw,golf,2009,2013,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"side airbags - , e-(left)",vw,golf,1998,2006,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"trailing link rear - , e-(left rear)",vw,golf,2020,2027,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"trailing link rear - , e-(right rear)",vw,golf,2020,2027,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
trailing link rear -(left rear lower),skoda,octavia,2005,2013,6,82.8667,82.85,0.2427,0.0589,0.0029,82.6,83.3,0.7
"main cylinder - , e-",vw,golf,1998,2006,6,72.2,72.15,0.238,0.0567,0.0033,71.9,72.6,0.7
trailing link rear -(left),toyota,corolla,1998,2001,6,72.2333,72.25,0.2357,0.0556,0.0033,71.9,72.6,0.7
trailing link rear -(right),toyota,corolla,1998,2001,6,72.2333,72.25,0.2357,0.0556,0.0033,71.9,72.6,0.7
"mass air-flow sensor - , e-",vw,golf,1992,1999,6,78.1167,78.1,0.2339,0.0547,0.003,77.8,78.5,0.7
air purifier -,toyota,corolla,1993,1997,5,78.18,78.2,0.2315,0.0536,0.003,77.8,78.5,0.7
mass air-flow sensor -,toyota,corolla,2019,2027,7,82.9,82.9,0.2268,0.0514,0.0027,82.6,83.3,0.7
sensor steering -,toyota,corolla,2008,2012,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
starter diesel -,toyota,corolla,1988,1992,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
trailing link rear -(right upper),toyota,corolla,2019,2027,6,71.05,71.05,0.2141,0.0458,0.003,70.8,71.4,0.6
"crankshaft - , e-",vw,golf,1998,2006,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"engine casing - , e-(front)",vw,golf,2013,2020,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-",vw,golf,2004,2009,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-(rear)",vw,golf,2013,2020,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-",vw,golf,1998,2006,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-(exterior)",vw,golf,1998,2006,6,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
crankshaft -,skoda,octavia,1996,2011,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"engine casing - , e-",vw,golf,2013,2020,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"ljusinställning lägesgivare - , e-",vw,golf,2013,2020,12,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"pulley - , e-(exterior)",vw,golf,2004,2009,18,71.0333,71.0,0.2134,0.0456,0.003,70.8,71.4,0.6
"gear regulator - , e-",vw,golf,2004,2009,6,63.9333,63.9,0.2134,0.0456,0.0033,63.7,64.3,0.6
"engine casing - , e-",vw,golf,2009,2013,11,71.0545,71.0,0.2105,0.0443,0.003,70.8,71.4,0.6
shock absorbers rear -(rear),toyota,corolla,1993,1997,6,60.4,60.45,0.2,0.04,0.0033,60.1,60.7,0.6
engine casing -,skoda,octavia,2005,2013,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"fuel filter / holder - , e-",vw,golf,1998,2006,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"side airbags - , e-(right)",vw,golf,1998,2006,6,60.3667,60.35,0.1972,0.0389,0.0033,60.1,60.7,0.6
"bränslepump styrenhet - , e-",vw,golf,2009,2013,5,55.08,55.0,0.1939,0.0376,0.0035,54.9,55.4,0.5
hand brake lever -,skoda,octavia,1996,2011,5,59.22,59.3,0.1939,0.0376,0.0033,59.0,59.5,0.5
"shock absorbers rear - , e-(rear)",vw,golf,2004,2009,5,59.18,59.1,0.1939,0.0376,0.0033,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,2020,2027,5,59.18,59.1,0.1939,0.0376,0.0033,59.0,59.5,0.5
caliper bracket -(left front),skoda,octavia,2005,2013,5,59.2,59.2,0.1897,0.036,0.0032,59.0,59.5,0.5
"fuel tank injection - , e-",vw,golf,2004,2009,5,88.7,88.7,0.1897,0.036,0.0021,88.5,89.0,0.5
rear sensor -,skoda,octavia,2013,2020,5,59.2,59.2,0.1897,0.036,0.0032,59.0,59.5,0.5
parkeringshjälp frontsensor -,skoda,octavia,2013,2020,19,59.2,59.2,0.1864,0.0347,0.0031,59.0,59.5,0.5
parkeringshjälp frontsensor -,toyota,corolla,2019,2027,22,59.2136,59.25,0.1841,0.0339,0.0031,59.0,59.5,0.5
caliper bracket -(right front),skoda,octavia,2005,2013,11,59.2091,59.2,0.1832,0.0336,0.0031,59.0,59.5,0.5
"rear sensor - , e-",vw,golf,2013,2020,10,59.19,59.15,0.1814,0.0329,0.0031,59.0,59.5,0.5
shock absorbers rear-(rear),skoda,octavia,2013,2020,5,47.4,47.4,0.1789,0.032,0.0038,47.2,47.6,0.4
ljusinställning lägesgivare -(rear),skoda,octavia,2013,2020,6,73.1167,73.15,0.1772,0.0314,0.0024,72.9,73.4,0.5
"airbag krocksensor - , e-",vw,golf,2013,2020,12,56.1833,56.15,0.1772,0.0314,0.0032,56.0,56.5,0.5
"coil - , e-",vw,golf,2013,2020,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,2009,2013,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,2013,2020,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,skoda,octavia,2013,2020,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"sensor abs - , e-",vw,golf,2004,2009,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,2004,2009,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,2009,2013,12,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"airbag krocksensor - , e-",vw,golf,2004,2009,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
gear box bracket -(left front),skoda,octavia,2013,2020,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"hand brake lever - , e-",vw,golf,2009,2013,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"ljusinställning lägesgivare - , e-(left rear)",vw,golf,2013,2020,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-",vw,golf,1998,2006,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-(right)",vw,golf,2009,2013,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor cushion - , e-",vw,golf,1998,2006,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
parkeringshjälp frontsensor -,skoda,octavia,2020,2027,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
piston / rod -,skoda,octavia,2013,2020,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"shock absorbers rear - , e-(rear)",vw,golf,1992,1999,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"shock absorbers rear - , e-(rear)",vw,golf,2020,2027,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"shock absorbers rear - , e-(right rear)",vw,golf,2013,2020,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
shock absorbers rear -(rear),skoda,octavia,2020,2027,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,1998,2006,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank lid - , e-(rear)",vw,golf,2009,2013,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank transmitters - , e-",vw,golf,2009,2013,6,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"suspension - , e-(rear)",vw,golf,2013,2020,24,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
gear box bracket -,skoda,octavia,2013,2020,18,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,skoda,octavia,2005,2013,18,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
"tank lid - , e-",vw,golf,2013,2020,18,59.1833,59.15,0.1772,0.0314,0.003,59.0,59.5,0.5
caliper bracket -(rear),skoda,octavia,2013,2020,12,56.2167,56.25,0.1772,0.0314,0.0032,56.0,56.5,0.5
airbag krocksensor -,skoda,octavia,2013,2020,12,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -(left front),skoda,octavia,2013,2020,12,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
airbag krocksensor -(right front),skoda,octavia,2013,2020,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
caliper bracket -,toyota,corolla,2008,2012,6,56.2167,56.25,0.1772,0.0314,0.0032,56.0,56.5,0.5
dragkrok styrenhet -(rear),skoda,octavia,2013,2020,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
"motor bracket - , e-",vw,golf,2004,2009,6,53.2833,53.25,0.1772,0.0314,0.0033,53.1,53.6,0.5
pulley -,toyota,corolla,1993,1997,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,toyota,corolla,1998,2001,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
pulley -,toyota,corolla,2008,2012,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
sensor abs -,toyota,corolla,2002,2007,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
sensor abs -,toyota,corolla,2008,2012,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
shock absorbers rear -(left rear),toyota,corolla,2002,2007,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
sump -,toyota,corolla,1998,2001,6,59.2167,59.25,0.1772,0.0314,0.003,59.0,59.5,0.5
actuator loom -(left rear),toyota,corolla,2019,2027,12,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
actuator loom -(left front),toyota,corolla,2019,2027,6,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
actuator loom -(right front),toyota,corolla,2019,2027,6,67.4833,67.45,0.1772,0.0314,0.0026,67.3,67.8,0.5
gear box bracket -,skoda,octavia,1996,2011,6,55.4,55.4,0.1732,0.03,0.0031,55.2,55.7,0.5
rear sensor -,toyota,corolla,2019,2027,19,59.2158,59.2,0.1725,0.0298,0.0029,59.0,59.5,0.5
caliper bracket -,toyota,corolla,2019,2027,5,67.52,67.5,0.172,0.0296,0.0025,67.3,67.8,0.5
rear sensor -(interior),toyota,corolla,2019,2027,13,59.2154,59.2,0.1703,0.029,0.0029,59.0,59.5,0.5
motor bracket -,skoda,octavia,2013,2020,29,59.1724,59.1,0.17,0.0289,0.0029,59.0,59.5,0.5
"parkeringshjälp frontsensor - , e-",vw,golf,2013,2020,29,59.1724,59.1,0.17,0.0289,0.0029,59.0,59.5,0.5
"air throttle housing / throttle housing - , e-",vw,golf,1998,2006,7,59.1857,59.2,0.1641,0.0269,0.0028,59.0,59.5,0.5
suspension-(rear),skoda,octavia,2013,2020,3,47.4,47.4,0.1633,0.0267,0.0034,47.2,47.6,0.4
"rear sensor- , e-",vw,golf,2013,2020,2,59.15,59.15,0.15,0.0225,0.0025,59.0,59.3,0.3
"avgas temperaturgivare - , e-",vw,golf,2013,2020,5,47.34,47.3,0.1497,0.0224,0.0032,47.2,47.6,0.4
"trailing link rear - , e-(right rear upper)",vw,golf,2004,2009,5,47.34,47.3,0.1497,0.0224,0.0032,47.2,47.6,0.4
tank lid -,skoda,octavia,1996,2011,5,47.36,47.4,0.1497,0.0224,0.0032,47.2,47.6,0.4
brake intensity regulator -,toyota,corolla,2002,2007,25,47.36,47.4,0.1497,0.0224,0.0032,47.2,47.6,0.4
"caliper bracket - , e-(right front)",vw,golf,2013,2020,6,50.5667,50.55,0.1491,0.0222,0.0029,50.4,50.8,0.4
"gear box bracket - , e-",vw,golf,1998,2006,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"valve cap - , e-",vw,golf,1998,2006,6,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"coil - , e-",vw,golf,1998,2006,18,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
"avgas temperaturgivare - , e-",vw,golf,2009,2013,12,53.2667,53.25,0.1491,0.0222,0.0028,53.1,53.5,0.4
caliper bracket -(left rear),toyota,corolla,2002,2007,12,53.2833,53.3,0.1462,0.0214,0.0027,53.1,53.5,0.4
"trailing link rear - , e-(right upper)",vw,golf,2013,2020,17,47.3471,47.3,0.1419,0.0201,0.003,47.2,47.6,0.4
"caliper bracket - , e-(left front)",vw,golf,2013,2020,5,50.6,50.6,0.1414,0.02,0.0028,50.4,50.8,0.4
"gear box bracket - , e-",vw,golf,2004,2009,5,53.3,53.3,0.1414,0.02,0.0027,53.1,53.5,0.4
"gear box cushion - , e-",vw,golf,2013,2020,24,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"brake disc - , e-(rear)",vw,golf,2013,2020,18,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
tank transmitters -,skoda,octavia,2005,2013,18,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left upper)",vw,golf,2009,2013,18,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"brake disc - , e-(front)",vw,golf,2013,2020,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
carbon canister -,skoda,octavia,2013,2020,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"gear box bracket - , e-",vw,golf,2013,2020,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
suspension -(rear),skoda,octavia,2020,2027,12,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"airbag krocksensor - , e-(right front)",vw,golf,2013,2020,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"airbag krocksensor - , e-(right)",vw,golf,2004,2009,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"alternator bracket / accessories - , e-",vw,golf,1992,1999,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"alternator bracket / accessories - , e-",vw,golf,2009,2013,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"battery cable - , e-",vw,golf,2013,2020,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"caliper bracket - , e-",vw,golf,2004,2009,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"caliper bracket - , e-(right rear)",vw,golf,1998,2006,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"gear box bracket - , e-",vw,golf,2009,2013,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"gear box cushion - , e-",vw,golf,2009,2013,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
suspension -(rear),skoda,octavia,2005,2013,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
tank lid -,skoda,octavia,2013,2020,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
tank lid -,skoda,octavia,2020,2027,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"tank lid - , e-",vw,golf,2009,2013,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left rear upper)",vw,golf,2004,2009,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(left upper)",vw,golf,2013,2020,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"trailing link rear - , e-(right upper)",vw,golf,2009,2013,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
"valve cap - , e-",vw,golf,2013,2020,6,47.35,47.35,0.1384,0.0192,0.0029,47.2,47.6,0.4
airbag front sensor -(right),toyota,corolla,2002,2007,24,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
piston / rod -,toyota,corolla,2008,2012,12,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
airbag front sensor -(right front),toyota,corolla,1998,2001,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
airbag front sensor -(right front),toyota,corolla,2008,2012,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
gear box bracket -(rear),toyota,corolla,1998,2001,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
gear box bracket -(rear),toyota,corolla,2008,2012,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
strut rear -(left rear),toyota,corolla,1998,2001,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
sump -,toyota,corolla,2002,2007,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
sump -,toyota,corolla,2008,2012,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
load air pressure transmitters -,skoda,octavia,2005,2013,18,37.8833,37.85,0.1344,0.0181,0.0035,37.7,38.1,0.4
piston / rod -,toyota,corolla,1998,2001,19,47.3684,47.4,0.134,0.018,0.0028,47.2,47.6,0.4
airbag front sensor -(right front),toyota,corolla,2002,2007,11,47.3818,47.4,0.1336,0.0179,0.0028,47.2,47.6,0.4
"caliper bracket - , e-",vw,golf,1998,2006,5,47.38,47.4,0.1327,0.0176,0.0028,47.2,47.6,0.4
airbag front sensor -(left),toyota,corolla,2002,2007,13,47.3692,47.4,0.1323,0.0175,0.0028,47.2,47.6,0.4
tank lid -,toyota,corolla,2013,2018,7,47.3714,47.4,0.1278,0.0163,0.0027,47.2,47.6,0.4
gear box bracket -,toyota,corolla,1998,2001,12,47.35,47.4,0.119,0.0142,0.0025,47.2,47.6,0.4
parkeringshjälp frontsensor -(interior),skoda,octavia,2020,2027,5,59.12,59.1,0.1166,0.0136,0.002,59.0,59.3,0.3
other sensor -,skoda,octavia,2013,2020,15,35.5267,35.5,0.1123,0.0126,0.0032,35.4,35.7,0.3
battery box / fixing / holder -,skoda,octavia,2013,2020,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
battery box / fixing / holder -(front),skoda,octavia,2013,2020,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
