model,fold,train_rows,validation_rows,train_groups,validation_groups,MAE,RMSE,R2,median_AE,target_mean,target_std,prediction_std,n_rows
random_forest,1,5965,1989,951,317,37.573074898150075,82.146083653617,0.9842394327595873,12.861499999999989,295.0064856711915,654.3361901705309,660.0330533283282,1989
random_forest,2,5965,1989,951,317,33.49687371944503,64.14709103401823,0.9864093185772679,16.26812500000006,257.87063851181495,550.2453111258035,547.2910151237644,1989
random_forest,3,5966,1988,951,317,33.6138448735389,64.15794526007511,0.988640524343922,15.451802083333462,274.4740442655936,601.9650876511421,614.4713107656293,1988
random_forest,4,5966,1988,951,317,37.990733796520104,77.2015766526176,0.9838630954372302,14.842000000000048,262.01493963782696,607.737527396807,568.630839860461,1988
