product_id,part_name,price,quality_grade,year,oem_number,engine_code,mileage,brand,model,category,subcategory,scrape_date,scrape_timestamp
63019913,Contact roll Airbag -,238.4,A2,2019-2027,FI09389104A,2ZRFXE,81000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
63126049,Contact roll Airbag -,226.5,A2,2019-2027,FI24637030A,,53000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
61076273,Contact roll Airbag -,214.5,A2,2019-2027,FI27837687A,2ZRFXE,50000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
63099984,Contact roll Airbag -,226.5,A2,2008-2012,FI22893129A,1ZRFE,306000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
65759035,Contact roll Airbag -,202.6,A2,2002-2007,FI06018105A,,292000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54282984,Contact roll Airbag -,184.7,A2,2013-2018,FI09389104A,1ZRFAE,92000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53928362,Contact roll Airbag -,178.8,A2,2019-2027,FI05351686A,2ZRFXE,21000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53856491,Contact roll Airbag -,178.8,A1,2019-2027,FI05028803A,2ZRFXE,2000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53856614,Contact roll Airbag -,178.8,A1,2019-2027,FI05028803A,M20AFXS,4000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
58712351,Contact roll Airbag -,178.8,A2,2019-2027,FI05028803A,2ZRFXE,58000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53596126,Contact roll Airbag -,178.8,A1,2019-2027,FI02042722A,,20000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
55149341,Contact roll Airbag -,178.8,A2,2008-2012,FI02042722A,1ZRFE,309000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
64597414,Contact roll Airbag -,178.8,A2,2019-2027,FI27837687A,M20AFXS,64000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
64976735,Contact roll Airbag -,178.8,A2,2013-2018,FI27837687A,1ZRFAE,275000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
62133431,Contact roll Airbag -,178.8,A2,2019-2027,FI27837687A,2ZRFXE,83000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
63350292,Contact roll Airbag -,178.8,A2,2019-2027,FI27837687A,2ZRFXE,48000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54141979,Contact roll Airbag -,172.8,A2,2019-2027,FI06292622A,,18000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
61093935,Contact roll Airbag -,178.8,A2,2013-2018,FI09389104A,1ZRFAE,180000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
65680853,Contact roll Airbag -,178.8,A2,2019-2027,FI27837687A,2ZRFXE,72000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
64546444,Contact roll Airbag -,178.8,A2,2019-2027,FI27837687A,2ZRFXE,89000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
66210498,Contact roll Airbag -,178.8,A2,2019-2027,FI05028803A,2ZRFXE,52000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
66434306,Contact roll Airbag -,178.8,A2,2019-2027,FI27837687A,2ZRFXE,66000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53429937,Contact roll Airbag -,131.1,A2,2008-2012,FI27837687A,1NDFTV,188000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
61901908,Contact roll Airbag -,131.1,A2,2008-2012,FI06018105A,,297000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54471051,Contact roll Airbag -,119.2,A2,2008-2012,FI06018105A,1ZRFAE,121000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
66394996,Contact roll Airbag -,125.1,A2,2013-2018,FI09389104A,1ZRFAE,85000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53421754,Contact roll Airbag -,119.2,A2,2008-2012,FI27837687A,,94000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
56862209,Contact roll Airbag -,119.2,A2,2008-2012,FI11042417A,1NDTV,405000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
61425437,Contact roll Airbag -,113.2,A2,2008-2012,FI07713839A,1NDTV,262000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54434815,Contact roll Airbag -,107.3,A2,2008-2012,FI09515254A,1ZRFAE,222000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
62464459,Contact roll Airbag -,100.8,A2,2008-2012,FI06294476A,1NDTV,340000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
62517133,Contact roll Airbag -,100.8,A2,2008-2012,FI06294476A,1ZRFE,118000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54535735,Contact roll Airbag -,96.5,A2,2002-2007,FI30987993A,,214000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53580061,Contact roll Airbag -,95.4,A2,2008-2012,FI02042722A,1NRFE,95000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
60425612,Contact roll Airbag -,95.4,A2,2008-2012,FI26167503A,1ZRFE,235000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54655769,Contact roll Airbag -,95.4,A2,2008-2012,FI03986645A,1NDTV,,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54519158,Contact roll Airbag -,95.4,A2,2008-2012,FI11042417A,1ADFTV,376000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53685034,Contact roll Airbag -,80.5,A2,2008-2012,FI07265116A,1ZRFAE,200000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
59916046,Contact roll Airbag -,80.5,A2,2008-2012,FI07265116A,1NDTV,,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
65032315,Contact roll Airbag -,89.4,A2,2008-2012,FI27837687A,4ZZFE,245000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
65434860,Contact roll Airbag -,89.4,A2,2008-2012,FI27837687A,1ZRFAE,225000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54559264,Contact roll Airbag -,89.4,A2,2002-2007,FI15710056A,3ZZFE,,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
55583547,Contact roll Airbag -,89.4,A2,2002-2007,FI15710056A,4ZZFE,130000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53984373,Contact roll Airbag -,83.4,A2,2008-2012,FI10331575A,1ZRFE,77000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54534086,Contact roll Airbag -,84.6,A2,2002-2007,FI30987993A,,152000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53715551,Contact roll Airbag -,83.4,A2,2002-2007,FI02154548A,,160000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53728037,Contact roll Airbag -,83.4,A2,2002-2007,WH0068,,269000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
58433454,Contact roll Airbag -,83.4,A2,2002-2007,FI22893129A,3ZZFE,230000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53705556,Contact roll Airbag -,83.4,A2,2002-2007,FI02154548A,,,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54513209,Contact roll Airbag -,83.4,A2,2002-2007,FI11042417A,D4D,225000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54358964,Contact roll Airbag -,72.7,A2,1998-2001,FI06376738A,,132000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53714469,Contact roll Airbag -,71.5,A1,1998-2001,FI02154548A,,117000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
64526966,Contact roll Airbag -,71.5,A2,2013-2018,FI26167503A,1ZRFAE,280000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54514625,Contact roll Airbag -,71.5,A2,1993-1997,FI11042417A,,285000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54305439,Contact roll Airbag -,66.7,A2,2002-2007,FI22893129A,,,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
60225240,Contact roll Airbag -,65.6,A2,2002-2007,FI22893129A,3ZZFE,286000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
56130621,Contact roll Airbag -,65.6,A2,2008-2012,FI06292622A,1NDTV,143000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
55161308,Contact roll Airbag -,60.8,A2,2002-2007,FI06376738A,3ZZFE,230000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
53711560,Contact roll Airbag -,59.6,A2,1998-2001,FI02154548A,,173000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
54007354,Contact roll Airbag -,59.6,A2,2002-2007,FI10331575A,,238000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-02,2026-02-02T23:06:09+02:00
65257588,Curtain airbags -(Left),238.4,A2,2019-2027,FI27837687A,2ZRFXE,80000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
66455068,Curtain airbags -(Left),226.5,A2,2019-2027,FI07713839A,2ZRFXE,62000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
65400008,Curtain airbags -(Left),238.4,A2,2019-2027,FI27837687A,2ZRFXE,148000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
63350255,Curtain airbags -(Left),226.5,A2,2019-2027,FI27837687A,2ZRFXE,48000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
63310187,Curtain airbags -(Left),226.5,A3,2019-2027,FI27837687A,M20AFXS,102000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
61845319,Curtain airbags -(Left),178.8,A2,2008-2012,FI06018105A,,297000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
53659100,Curtain airbags -(Left),128.7,A2,2002-2007,FI07265116A,1CDFTV,350000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
53672406,Curtain airbags -(Left),128.7,A2,2002-2007,FI07265116A,1CD,120000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
54470943,Curtain airbags -(Left),143.0,A2,2008-2012,FI06018105A,1ZRFAE,121000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
54476116,Curtain airbags -(Left),143.0,A2,2008-2012,FI06018105A,1ZRFE,204000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
54492143,Curtain airbags -(Left),143.0,A2,2008-2012,FI06018105A,1ZRFAE,64000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
62465163,Curtain airbags -(Left),113.2,A1,2002-2007,FI06376738A,3ZZFE,,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
53449758,Curtain airbags -(Left),107.3,A2,2002-2007,FI27837687A,3ZZFE,196000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
65434862,Curtain airbags -(Left),95.4,A2,2008-2012,FI27837687A,1ZRFAE,225000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
65198433,Curtain airbags -(Left),90.6,A2,2008-2012,FI07713839A,1ZRFAE,157000,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
59391660,Curtain airbags -(Left),84.6,A2,2008-2012,FI06376738A,1NDTV,,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
64248621,Curtain airbags -(Left),59.6,A2,2002-2007,FI06376738A,3ZZFE,,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
63216299,Curtain airbags -(Left),59.6,A1,2002-2007,FI06376738A,4ZZFE,,Toyota,Corolla,Airbag,Left,2026-02-02,2026-02-02T23:06:09+02:00
