product_id,part_name,price,quality_grade,year,oem_number,engine_code,mileage,brand,model,category,subcategory,scrape_date,scrape_timestamp
63019913,Contact roll Airbag -,236.8,A2,2019-2027,FI09389104A,2ZRFXE,81000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
63126049,Contact roll Airbag -,225.0,A2,2019-2027,FI24637030A,,53000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
61076273,Contact roll Airbag -,213.1,A2,2019-2027,FI27837687A,2ZRFXE,50000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
63099984,Contact roll Airbag -,225.0,A2,2008-2012,FI22893129A,1ZRFE,306000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
65759035,Contact roll Airbag -,201.3,A2,2002-2007,FI06018105A,,292000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
54282984,Contact roll Airbag -,183.5,A2,2013-2018,FI09389104A,1ZRFAE,92000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
53928362,Contact roll Airbag -,177.6,A2,2019-2027,FI05351686A,2ZRFXE,21000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
53856491,Contact roll Airbag -,177.6,A1,2019-2027,FI05028803A,2ZRFXE,2000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
53856614,Contact roll Airbag -,177.6,A1,2019-2027,FI05028803A,M20AFXS,4000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
58712351,Contact roll Airbag -,177.6,A2,2019-2027,FI05028803A,2ZRFXE,58000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
53596126,Contact roll Airbag -,177.6,A1,2019-2027,FI02042722A,,20000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
55149341,Contact roll Airbag -,177.6,A2,2008-2012,FI02042722A,1ZRFE,309000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
64597414,Contact roll Airbag -,177.6,A2,2019-2027,FI27837687A,M20AFXS,64000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
64976735,Contact roll Airbag -,177.6,A2,2013-2018,FI27837687A,1ZRFAE,275000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
62133431,Contact roll Airbag -,177.6,A2,2019-2027,FI27837687A,2ZRFXE,83000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
63350292,Contact roll Airbag -,177.6,A2,2019-2027,FI27837687A,2ZRFXE,48000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
54141979,Contact roll Airbag -,171.7,A2,2019-2027,FI06292622A,,18000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
61093935,Contact roll Airbag -,177.6,A2,2013-2018,FI09389104A,1ZRFAE,180000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
65680853,Contact roll Airbag -,177.6,A2,2019-2027,FI27837687A,2ZRFXE,72000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
64546444,Contact roll Airbag -,177.6,A2,2019-2027,FI27837687A,2ZRFXE,89000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
66210498,Contact roll Airbag -,177.6,A2,2019-2027,FI05028803A,2ZRFXE,52000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
66434306,Contact roll Airbag -,177.6,A2,2019-2027,FI27837687A,2ZRFXE,66000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
53429937,Contact roll Airbag -,130.2,A2,2008-2012,FI27837687A,1NDFTV,188000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
61901908,Contact roll Airbag -,130.2,A2,2008-2012,FI06018105A,,297000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
54471051,Contact roll Airbag -,118.4,A2,2008-2012,FI06018105A,1ZRFAE,121000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
66394996,Contact roll Airbag -,124.3,A2,2013-2018,FI09389104A,1ZRFAE,85000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
53421754,Contact roll Airbag -,118.4,A2,2008-2012,FI27837687A,,94000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
56862209,Contact roll Airbag -,118.4,A2,2008-2012,FI11042417A,1NDTV,405000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
61425437,Contact roll Airbag -,112.5,A2,2008-2012,FI07713839A,1NDTV,262000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
54434815,Contact roll Airbag -,106.6,A2,2008-2012,FI09515254A,1ZRFAE,222000,Toyota,Corolla,Airbag,Contact roll Airbag,2026-02-03,2026-02-03T09:50:53+02:00
65257588,Curtain airbags -(Left),236.8,A2,2019-2027,FI27837687A,2ZRFXE,80000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
66455068,Curtain airbags -(Left),225.0,A2,2019-2027,FI07713839A,2ZRFXE,62000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
65400008,Curtain airbags -(Left),236.8,A2,2019-2027,FI27837687A,2ZRFXE,148000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
63350255,Curtain airbags -(Left),225.0,A2,2019-2027,FI27837687A,2ZRFXE,48000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
63310187,Curtain airbags -(Left),225.0,A3,2019-2027,FI27837687A,M20AFXS,102000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
61845319,Curtain airbags -(Left),177.6,A2,2008-2012,FI06018105A,,297000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
53659100,Curtain airbags -(Left),127.9,A2,2002-2007,FI07265116A,1CDFTV,350000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
53672406,Curtain airbags -(Left),127.9,A2,2002-2007,FI07265116A,1CD,120000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
54470943,Curtain airbags -(Left),142.1,A2,2008-2012,FI06018105A,1ZRFAE,121000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
54476116,Curtain airbags -(Left),142.1,A2,2008-2012,FI06018105A,1ZRFE,204000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
54492143,Curtain airbags -(Left),142.1,A2,2008-2012,FI06018105A,1ZRFAE,64000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
62465163,Curtain airbags -(Left),112.5,A1,2002-2007,FI06376738A,3ZZFE,,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
53449758,Curtain airbags -(Left),106.6,A2,2002-2007,FI27837687A,3ZZFE,196000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
65434862,Curtain airbags -(Left),94.7,A2,2008-2012,FI27837687A,1ZRFAE,225000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
65198433,Curtain airbags -(Left),90.0,A2,2008-2012,FI07713839A,1ZRFAE,157000.0,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
59391660,Curtain airbags -(Left),84.1,A2,2008-2012,FI06376738A,1NDTV,,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
64248621,Curtain airbags -(Left),59.2,A2,2002-2007,FI06376738A,3ZZFE,,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
63216299,Curtain airbags -(Left),59.2,A1,2002-2007,FI06376738A,4ZZFE,,Toyota,Corolla,Airbag,Left,2026-02-03,2026-02-03T09:50:53+02:00
65257587,Curtain airbags -(Right),236.8,A2,2019-2027,FI27837687A,2ZRFXE,80000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
66455069,Curtain airbags -(Right),225.0,A2,2019-2027,FI07713839A,2ZRFXE,62000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
65399988,Curtain airbags -(Right),236.8,A2,2019-2027,FI27837687A,2ZRFXE,148000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
63350254,Curtain airbags -(Right),225.0,A2,2019-2027,FI27837687A,2ZRFXE,48000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
54331761,Curtain airbags -(Right),181.2,A2,2002-2007,FI06376738A,,274000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
61845408,Curtain airbags -(Right),177.6,A2,2008-2012,FI06018105A,,297000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
53663768,Curtain airbags -(Right),127.9,A2,2002-2007,FI07265116A,1CDFTV,350000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
54470946,Curtain airbags -(Right),142.1,A2,2008-2012,FI06018105A,1ZRFAE,121000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
54479779,Curtain airbags -(Right),142.1,A2,2008-2012,FI06018105A,1ZRFE,204000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
54492177,Curtain airbags -(Right),142.1,A2,2008-2012,FI06018105A,1ZRFAE,64000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
54082891,Curtain airbags -(Right),118.4,A2,2008-2012,FI08409732A,,51000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
62465161,Curtain airbags -(Right),112.5,A1,2002-2007,FI06376738A,3ZZFE,,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
53991822,Curtain airbags -(Right),94.7,A2,2008-2012,FI10331575A,1ZRFE,77000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
65434861,Curtain airbags -(Right),94.7,A2,2008-2012,FI27837687A,1ZRFAE,225000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
65198434,Curtain airbags -(Right),90.0,A2,2008-2012,FI07713839A,1ZRFAE,157000.0,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
59391659,Curtain airbags -(Right),84.1,A2,2008-2012,FI06376738A,1NDTV,,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
64248620,Curtain airbags -(Right),59.2,A2,2002-2007,FI06376738A,3ZZFE,,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
63216298,Curtain airbags -(Right),59.2,A1,2002-2007,FI06376738A,4ZZFE,,Toyota,Corolla,Airbag,Right,2026-02-03,2026-02-03T09:50:53+02:00
65680833,Curtain airbags -(Right),260.5,A2,2019-2027,FI27837687A,2ZRFXE,72000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
65680834,Curtain airbags -(Left),260.5,A2,2019-2027,FI27837687A,2ZRFXE,72000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
63310181,Curtain airbags -(Right),260.5,A2,2019-2027,FI27837687A,M20AFXS,102000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
64546891,Curtain airbags -(Right),260.5,A2,2019-2027,FI27837687A,2ZRFXE,89000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
64546896,Curtain airbags -(Left),260.5,A2,2019-2027,FI27837687A,2ZRFXE,89000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
59624287,Curtain airbags -(Left),236.8,A2,2002-2007,FI06018105A,4ZZFE,303000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
64976693,Curtain airbags -(Right),236.8,A2,2013-2018,FI27837687A,1ZRFAE,275000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
64976694,Curtain airbags -(Left),236.8,A2,2013-2018,FI27837687A,1ZRFAE,275000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
62404856,Curtain airbags -(Right),236.8,A2,2019-2027,FI27837687A,2ZRFXE,83000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
62404857,Curtain airbags -(Left),236.8,A2,2019-2027,FI27837687A,2ZRFXE,83000,Toyota,Corolla,Airbag,All,2026-02-03,2026-02-03T09:50:53+02:00
61094461,Knee -,296.0,A2,2013-2018,FI09389104A,1ZRFAE,180000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
66394997,Knee -,296.0,A2,2013-2018,FI09389104A,1ZRFAE,85000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
54568070,Knee -,236.8,A2,2008-2012,FI15710056A,1NDTV,232000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
63109721,Knee -,213.1,A2,2008-2012,FI22893129A,1ZRFE,306000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53472131,Knee -,189.4,A2,2008-2012,FI27837687A,1ZRFE,128000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53484104,Knee -,189.4,A2,2008-2012,FI27837687A,1NDFTV,188000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53999838,Knee -,177.6,A2,2008-2012,FI10331575A,1ZRFE,77000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53835769,Knee -,177.6,A2,2008-2012,FI05028803A,1NDTV,301000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53966531,Knee -,177.6,A2,2008-2012,FI06408963A,,,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
54400530,Knee -,159.8,A2,2008-2012,FI09515254A,1ZRFAE,222000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53573229,Knee -,118.4,A2,2008-2012,FI02042722A,1ZR,165000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53581161,Knee -,118.4,A2,2008-2012,FI02042722A,1NRFE,95000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
53691366,Knee -,95.9,A2,2008-2012,FI07265116A,1ZRFE,190000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
65196219,Knee -,90.0,A2,2008-2012,FI07713839A,1ZRFAE,157000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
54464655,Knee -(Left front),67.4,A2,2008-2012,FI06509801A,1ZRFE,234000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
57147862,Knee -,59.2,A2,2008-2012,FI06292622A,1ZRFE,284000.0,Toyota,Corolla,Airbag,Knee,2026-02-03,2026-02-03T09:50:53+02:00
