model_type,feature_variant,config_name,target_mode,feature_count,screen_validation_MAE,screen_validation_RMSE,cv_mean_MAE,cv_std_MAE,cv_mean_RMSE,cv_mean_R2,feature_names,config,validation_MAE,validation_RMSE,validation_R2
random_forest,trusted_recommended_features_without_listing_dates,refinement_anchor,raw,66,18.240877268354186,48.605595182743286,28.042396287138807,4.710468561517846,75.51365028500476,0.9815894874957287,"['part_name', 'quality_grade', 'oem_number', 'mileage', 'brand', 'model', 'category', 'subcategory', 'year_start', 'year_end', 'year_span', 'year_mid', 'repair_status', 'brand_is_known_model_family', 'model_total_registered', 'model_median_vehicle_age', 'model_mean_vehicle_age', 'model_median_mileage', 'model_mean_mileage', 'model_median_engine_cc', 'model_median_power_kw', 'model_median_mass_kg', 'model_share_of_market', 'model_share_within_brand', 'model_share_over_10y', 'model_share_over_200k_km', 'model_automatic_share', 'model_petrol_share', 'model_diesel_share', 'model_ev_share', 'model_hybrid_share', 'model_turbo_share', 'model_firstreg_total_2014_2026', 'model_firstreg_year_span', 'model_firstreg_peak_year', 'model_firstreg_peak_count', 'model_firstreg_recent_share', 'model_firstreg_old_share', 'model_firstreg_weighted_year', 'brand_total_registered', 'brand_median_vehicle_age', 'brand_mean_vehicle_age', 'brand_median_mileage', 'brand_mean_mileage', 'brand_median_engine_cc', 'brand_median_power_kw', 'brand_median_mass_kg', 'brand_share_of_market', 'brand_share_over_10y', 'brand_share_over_200k_km', 'brand_automatic_share', 'brand_petrol_share', 'brand_diesel_share', 'brand_ev_share', 'brand_hybrid_share', 'brand_turbo_share', 'brand_firstreg_total_2014_2026', 'brand_firstreg_year_span', 'brand_firstreg_peak_year', 'brand_firstreg_peak_count', 'brand_firstreg_recent_share', 'brand_firstreg_old_share', 'brand_firstreg_weighted_year', 'mileage_missing_flag', 'observations_so_far', 'days_since_first_seen_so_far']","{'target_mode': 'raw', 'onehot_min_frequency': 5, 'model_params': {'n_estimators': 400, 'min_samples_leaf': 1, 'max_features': 0.5}}",18.240877268354186,48.60559518274328,0.9926509891181448
