model_type,stage,selection_mode,feature_variant,config_name,target_mode,feature_count,screen_validation_MAE,cv_mean_MAE,cv_std_MAE,cv_mean_RMSE,cv_std_RMSE,cv_mean_R2,cv_mean_median_AE,cv_folds
ridge,refinement_cv,strict_component_grouped_cv,trusted_recommended_features_without_listing_dates_without_oem_number,refinement_alpha_0_0045,log,65,,106.70558776509719,34.079707958784255,323.2320815434357,139.97956554839078,0.6753871518873097,23.783649744841817,4
ridge,refinement_cv,strict_component_grouped_cv,trusted_recommended_features_without_listing_dates_without_oem_number,refinement_anchor,log,65,,106.74262925906713,34.11422022861451,322.2974418444727,139.21936587128133,0.6778830686455859,23.70735014099155,4
ridge,refinement_cv,strict_component_grouped_cv,trusted_recommended_features_without_listing_dates_without_oem_number,refinement_alpha_0_00225,log,65,,106.77731294387378,34.071719201618684,322.2346456829248,139.0850986457665,0.6781267358219772,23.739417465038215,4
ridge,refinement_cv,strict_component_grouped_cv,trusted_recommended_features_without_listing_dates_without_oem_number,refinement_alpha_0_0015,log,65,,106.7982690214362,34.05650991355622,322.31989669162664,139.06957515951092,0.6779852766530094,23.79531818319571,4
ridge,refinement_cv,strict_component_grouped_cv,trusted_recommended_features_without_listing_dates_without_oem_number,refinement_alpha_0_006,log,65,,106.7993701051295,34.08911097516269,322.62935113920105,139.39477463844642,0.6770648116438787,23.723774197459147,4
