model,fold,train_rows,validation_rows,train_groups,validation_groups,MAE,RMSE,R2,median_AE,target_mean,target_std,prediction_std,n_rows
random_forest,1,11930,3978,951,317,37.10566706005709,82.7325062442258,0.9840136072106045,11.103499999999059,295.0064856711915,654.3361901705309,659.677719162321,3978
random_forest,2,11930,3978,951,317,32.75636121898632,62.24716065087415,0.9872024630645987,12.69025000000007,257.87063851181495,550.2453111258035,549.6730374330093,3978
random_forest,3,11932,3976,951,317,30.62994871317547,60.32814465494215,0.9899562167902404,11.835750000000079,274.4740442655936,601.9650876511421,615.7639680687535,3976
random_forest,4,11932,3976,951,317,36.736881579458284,77.54660206743154,0.9837185366407349,12.68554166666669,262.014939637827,607.737527396807,569.27349548119,3976
